"","vS1","vS2"
"7603","9606.ENSP00000469240","9606.ENSP00000260363"
"7604","9606.ENSP00000260363","9606.ENSP00000267842"
"7611","9606.ENSP00000469240","9606.ENSP00000259632"
"7612","9606.ENSP00000259632","9606.ENSP00000267842"
"7619","9606.ENSP00000469240","9606.ENSP00000246554"
"7620","9606.ENSP00000246554","9606.ENSP00000267842"
"7627","9606.ENSP00000469240","9606.ENSP00000229239"
"7628","9606.ENSP00000229239","9606.ENSP00000267842"
"7635","9606.ENSP00000469240","9606.ENSP00000221957"
"7636","9606.ENSP00000221957","9606.ENSP00000267842"
"7643","9606.ENSP00000469240","9606.ENSP00000220764"
"7644","9606.ENSP00000220764","9606.ENSP00000267842"
"7651","9606.ENSP00000469240","9606.ENSP00000215812"
"7652","9606.ENSP00000215812","9606.ENSP00000267842"
"7659","9606.ENSP00000469240","9606.ENSP00000003084"
"7660","9606.ENSP00000003084","9606.ENSP00000267842"
"7667","9606.ENSP00000267842","9606.ENSP00000483300"
"7668","9606.ENSP00000483300","9606.ENSP00000258416"
"7675","9606.ENSP00000267842","9606.ENSP00000451828"
"7676","9606.ENSP00000451828","9606.ENSP00000258416"
"7683","9606.ENSP00000267842","9606.ENSP00000432083"
"7684","9606.ENSP00000432083","9606.ENSP00000258416"
"7691","9606.ENSP00000267842","9606.ENSP00000431800"
"7692","9606.ENSP00000431800","9606.ENSP00000258416"
"7699","9606.ENSP00000267842","9606.ENSP00000417401"
"7700","9606.ENSP00000417401","9606.ENSP00000258416"
"7707","9606.ENSP00000267842","9606.ENSP00000407487"
"7708","9606.ENSP00000407487","9606.ENSP00000258416"
"7715","9606.ENSP00000267842","9606.ENSP00000385780"
"7716","9606.ENSP00000385780","9606.ENSP00000258416"
"7723","9606.ENSP00000267842","9606.ENSP00000381958"
"7724","9606.ENSP00000381958","9606.ENSP00000258416"
"7731","9606.ENSP00000267842","9606.ENSP00000380837"
"7732","9606.ENSP00000380837","9606.ENSP00000258416"
"7739","9606.ENSP00000267842","9606.ENSP00000379475"
"7740","9606.ENSP00000379475","9606.ENSP00000258416"
"7747","9606.ENSP00000267842","9606.ENSP00000378917"
"7748","9606.ENSP00000378917","9606.ENSP00000258416"
"7755","9606.ENSP00000267842","9606.ENSP00000377027"
"7756","9606.ENSP00000377027","9606.ENSP00000258416"
"7763","9606.ENSP00000267842","9606.ENSP00000373657"
"7764","9606.ENSP00000373657","9606.ENSP00000258416"
"7771","9606.ENSP00000267842","9606.ENSP00000373600"
"7772","9606.ENSP00000373600","9606.ENSP00000258416"
"7779","9606.ENSP00000267842","9606.ENSP00000369274"
"7780","9606.ENSP00000369274","9606.ENSP00000258416"
"7787","9606.ENSP00000267842","9606.ENSP00000363988"
"7788","9606.ENSP00000363988","9606.ENSP00000258416"
"7795","9606.ENSP00000267842","9606.ENSP00000356520"
"7796","9606.ENSP00000356520","9606.ENSP00000258416"
"7803","9606.ENSP00000267842","9606.ENSP00000350314"
"7804","9606.ENSP00000350314","9606.ENSP00000258416"
"7811","9606.ENSP00000267842","9606.ENSP00000349960"
"7812","9606.ENSP00000349960","9606.ENSP00000258416"
"7819","9606.ENSP00000267842","9606.ENSP00000341044"
"7820","9606.ENSP00000341044","9606.ENSP00000258416"
"7827","9606.ENSP00000267842","9606.ENSP00000339933"
"7828","9606.ENSP00000339933","9606.ENSP00000258416"
"7835","9606.ENSP00000267842","9606.ENSP00000322706"
"7836","9606.ENSP00000322706","9606.ENSP00000258416"
"7843","9606.ENSP00000267842","9606.ENSP00000320171"
"7844","9606.ENSP00000320171","9606.ENSP00000258416"
"7851","9606.ENSP00000267842","9606.ENSP00000319255"
"7852","9606.ENSP00000319255","9606.ENSP00000258416"
"7859","9606.ENSP00000267842","9606.ENSP00000308717"
"7860","9606.ENSP00000308717","9606.ENSP00000258416"
"7867","9606.ENSP00000267842","9606.ENSP00000303830"
"7868","9606.ENSP00000303830","9606.ENSP00000258416"
"7875","9606.ENSP00000267842","9606.ENSP00000302961"
"7876","9606.ENSP00000302961","9606.ENSP00000258416"
"7883","9606.ENSP00000267842","9606.ENSP00000297071"
"7884","9606.ENSP00000297071","9606.ENSP00000258416"
"7891","9606.ENSP00000267842","9606.ENSP00000287078"
"7892","9606.ENSP00000287078","9606.ENSP00000258416"
"7899","9606.ENSP00000267842","9606.ENSP00000265641"
"7900","9606.ENSP00000265641","9606.ENSP00000258416"
"7907","9606.ENSP00000267842","9606.ENSP00000263265"
"7908","9606.ENSP00000263265","9606.ENSP00000258416"
"7915","9606.ENSP00000267842","9606.ENSP00000261479"
"7916","9606.ENSP00000261479","9606.ENSP00000258416"
"7923","9606.ENSP00000267842","9606.ENSP00000260363"
"7924","9606.ENSP00000260363","9606.ENSP00000258416"
"7931","9606.ENSP00000267842","9606.ENSP00000256689"
"7932","9606.ENSP00000256689","9606.ENSP00000258416"
"7939","9606.ENSP00000267842","9606.ENSP00000253270"
"7940","9606.ENSP00000253270","9606.ENSP00000258416"
"7947","9606.ENSP00000267842","9606.ENSP00000252602"
"7948","9606.ENSP00000252602","9606.ENSP00000258416"
"7955","9606.ENSP00000267842","9606.ENSP00000242776"
"7956","9606.ENSP00000242776","9606.ENSP00000258416"
"7963","9606.ENSP00000267842","9606.ENSP00000231420"
"7964","9606.ENSP00000231420","9606.ENSP00000258416"
"7971","9606.ENSP00000267842","9606.ENSP00000229239"
"7972","9606.ENSP00000229239","9606.ENSP00000258416"
"7979","9606.ENSP00000267842","9606.ENSP00000216780"
"7980","9606.ENSP00000216780","9606.ENSP00000258416"
"7987","9606.ENSP00000267842","9606.ENSP00000215570"
"7988","9606.ENSP00000215570","9606.ENSP00000258416"
"7995","9606.ENSP00000267842","9606.ENSP00000004531"
"7996","9606.ENSP00000004531","9606.ENSP00000258416"
"8003","9606.ENSP00000258416","9606.ENSP00000485663"
"8004","9606.ENSP00000485663","9606.ENSP00000232888"
"8011","9606.ENSP00000258416","9606.ENSP00000485022"
"8012","9606.ENSP00000485022","9606.ENSP00000232888"
"8019","9606.ENSP00000258416","9606.ENSP00000483495"
"8020","9606.ENSP00000483495","9606.ENSP00000232888"
"8027","9606.ENSP00000258416","9606.ENSP00000483484"
"8028","9606.ENSP00000483484","9606.ENSP00000232888"
"8035","9606.ENSP00000258416","9606.ENSP00000482075"
"8036","9606.ENSP00000482075","9606.ENSP00000232888"
"8043","9606.ENSP00000258416","9606.ENSP00000481842"
"8044","9606.ENSP00000481842","9606.ENSP00000232888"
"8051","9606.ENSP00000258416","9606.ENSP00000481495"
"8052","9606.ENSP00000481495","9606.ENSP00000232888"
"8059","9606.ENSP00000258416","9606.ENSP00000480421"
"8060","9606.ENSP00000480421","9606.ENSP00000232888"
"8067","9606.ENSP00000258416","9606.ENSP00000478754"
"8068","9606.ENSP00000478754","9606.ENSP00000232888"
"8075","9606.ENSP00000258416","9606.ENSP00000478303"
"8076","9606.ENSP00000478303","9606.ENSP00000232888"
"8083","9606.ENSP00000258416","9606.ENSP00000476767"
"8084","9606.ENSP00000476767","9606.ENSP00000232888"
"8091","9606.ENSP00000258416","9606.ENSP00000475027"
"8092","9606.ENSP00000475027","9606.ENSP00000232888"
"8099","9606.ENSP00000258416","9606.ENSP00000474096"
"8100","9606.ENSP00000474096","9606.ENSP00000232888"
"8107","9606.ENSP00000258416","9606.ENSP00000473383"
"8108","9606.ENSP00000473383","9606.ENSP00000232888"
"8115","9606.ENSP00000258416","9606.ENSP00000473172"
"8116","9606.ENSP00000473172","9606.ENSP00000232888"
"8123","9606.ENSP00000258416","9606.ENSP00000472998"
"8124","9606.ENSP00000472998","9606.ENSP00000232888"
"8131","9606.ENSP00000258416","9606.ENSP00000472985"
"8132","9606.ENSP00000472985","9606.ENSP00000232888"
"8139","9606.ENSP00000258416","9606.ENSP00000472469"
"8140","9606.ENSP00000472469","9606.ENSP00000232888"
"8147","9606.ENSP00000258416","9606.ENSP00000471463"
"8148","9606.ENSP00000471463","9606.ENSP00000232888"
"8155","9606.ENSP00000258416","9606.ENSP00000470972"
"8156","9606.ENSP00000470972","9606.ENSP00000232888"
"8163","9606.ENSP00000258416","9606.ENSP00000470560"
"8164","9606.ENSP00000470560","9606.ENSP00000232888"
"8171","9606.ENSP00000258416","9606.ENSP00000470142"
"8172","9606.ENSP00000470142","9606.ENSP00000232888"
"8179","9606.ENSP00000258416","9606.ENSP00000469468"
"8180","9606.ENSP00000469468","9606.ENSP00000232888"
"8187","9606.ENSP00000258416","9606.ENSP00000467423"
"8188","9606.ENSP00000467423","9606.ENSP00000232888"
"8195","9606.ENSP00000258416","9606.ENSP00000465213"
"8196","9606.ENSP00000465213","9606.ENSP00000232888"
"8203","9606.ENSP00000258416","9606.ENSP00000464813"
"8204","9606.ENSP00000464813","9606.ENSP00000232888"
"8211","9606.ENSP00000258416","9606.ENSP00000464342"
"8212","9606.ENSP00000464342","9606.ENSP00000232888"
"8219","9606.ENSP00000258416","9606.ENSP00000464050"
"8220","9606.ENSP00000464050","9606.ENSP00000232888"
"8227","9606.ENSP00000258416","9606.ENSP00000463784"
"8228","9606.ENSP00000463784","9606.ENSP00000232888"
"8235","9606.ENSP00000258416","9606.ENSP00000457723"
"8236","9606.ENSP00000457723","9606.ENSP00000232888"
"8243","9606.ENSP00000258416","9606.ENSP00000456405"
"8244","9606.ENSP00000456405","9606.ENSP00000232888"
"8251","9606.ENSP00000258416","9606.ENSP00000452909"
"8252","9606.ENSP00000452909","9606.ENSP00000232888"
"8259","9606.ENSP00000258416","9606.ENSP00000451291"
"8260","9606.ENSP00000451291","9606.ENSP00000232888"
"8267","9606.ENSP00000258416","9606.ENSP00000451080"
"8268","9606.ENSP00000451080","9606.ENSP00000232888"
"8275","9606.ENSP00000258416","9606.ENSP00000450909"
"8276","9606.ENSP00000450909","9606.ENSP00000232888"
"8283","9606.ENSP00000258416","9606.ENSP00000449751"
"8284","9606.ENSP00000449751","9606.ENSP00000232888"
"8291","9606.ENSP00000258416","9606.ENSP00000449328"
"8292","9606.ENSP00000449328","9606.ENSP00000232888"
"8299","9606.ENSP00000258416","9606.ENSP00000448035"
"8300","9606.ENSP00000448035","9606.ENSP00000232888"
"8307","9606.ENSP00000258416","9606.ENSP00000447942"
"8308","9606.ENSP00000447942","9606.ENSP00000232888"
"8315","9606.ENSP00000258416","9606.ENSP00000447001"
"8316","9606.ENSP00000447001","9606.ENSP00000232888"
"8323","9606.ENSP00000258416","9606.ENSP00000446215"
"8324","9606.ENSP00000446215","9606.ENSP00000232888"
"8331","9606.ENSP00000258416","9606.ENSP00000444810"
"8332","9606.ENSP00000444810","9606.ENSP00000232888"
"8339","9606.ENSP00000258416","9606.ENSP00000444136"
"8340","9606.ENSP00000444136","9606.ENSP00000232888"
"8347","9606.ENSP00000258416","9606.ENSP00000439250"
"8348","9606.ENSP00000439250","9606.ENSP00000232888"
"8355","9606.ENSP00000258416","9606.ENSP00000438349"
"8356","9606.ENSP00000438349","9606.ENSP00000232888"
"8363","9606.ENSP00000258416","9606.ENSP00000437256"
"8364","9606.ENSP00000437256","9606.ENSP00000232888"
"8371","9606.ENSP00000258416","9606.ENSP00000436049"
"8372","9606.ENSP00000436049","9606.ENSP00000232888"
"8379","9606.ENSP00000258416","9606.ENSP00000435926"
"8380","9606.ENSP00000435926","9606.ENSP00000232888"
"8387","9606.ENSP00000258416","9606.ENSP00000435777"
"8388","9606.ENSP00000435777","9606.ENSP00000232888"
"8395","9606.ENSP00000258416","9606.ENSP00000435096"
"8396","9606.ENSP00000435096","9606.ENSP00000232888"
"8403","9606.ENSP00000258416","9606.ENSP00000433664"
"8404","9606.ENSP00000433664","9606.ENSP00000232888"
"8411","9606.ENSP00000258416","9606.ENSP00000432886"
"8412","9606.ENSP00000432886","9606.ENSP00000232888"
"8419","9606.ENSP00000258416","9606.ENSP00000432083"
"8420","9606.ENSP00000432083","9606.ENSP00000232888"
"8427","9606.ENSP00000258416","9606.ENSP00000431800"
"8428","9606.ENSP00000431800","9606.ENSP00000232888"
"8435","9606.ENSP00000258416","9606.ENSP00000430706"
"8436","9606.ENSP00000430706","9606.ENSP00000232888"
"8443","9606.ENSP00000258416","9606.ENSP00000429374"
"8444","9606.ENSP00000429374","9606.ENSP00000232888"
"8451","9606.ENSP00000258416","9606.ENSP00000428209"
"8452","9606.ENSP00000428209","9606.ENSP00000232888"
"8459","9606.ENSP00000258416","9606.ENSP00000428085"
"8460","9606.ENSP00000428085","9606.ENSP00000232888"
"8467","9606.ENSP00000258416","9606.ENSP00000426909"
"8468","9606.ENSP00000426909","9606.ENSP00000232888"
"8475","9606.ENSP00000258416","9606.ENSP00000424838"
"8476","9606.ENSP00000424838","9606.ENSP00000232888"
"8483","9606.ENSP00000258416","9606.ENSP00000422753"
"8484","9606.ENSP00000422753","9606.ENSP00000232888"
"8491","9606.ENSP00000258416","9606.ENSP00000422626"
"8492","9606.ENSP00000422626","9606.ENSP00000232888"
"8499","9606.ENSP00000258416","9606.ENSP00000422392"
"8500","9606.ENSP00000422392","9606.ENSP00000232888"
"8507","9606.ENSP00000258416","9606.ENSP00000422375"
"8508","9606.ENSP00000422375","9606.ENSP00000232888"
"8515","9606.ENSP00000258416","9606.ENSP00000421592"
"8516","9606.ENSP00000421592","9606.ENSP00000232888"
"8523","9606.ENSP00000258416","9606.ENSP00000420195"
"8524","9606.ENSP00000420195","9606.ENSP00000232888"
"8531","9606.ENSP00000258416","9606.ENSP00000419117"
"8532","9606.ENSP00000419117","9606.ENSP00000232888"
"8539","9606.ENSP00000258416","9606.ENSP00000418868"
"8540","9606.ENSP00000418868","9606.ENSP00000232888"
"8547","9606.ENSP00000258416","9606.ENSP00000418082"
"8548","9606.ENSP00000418082","9606.ENSP00000232888"
"8555","9606.ENSP00000258416","9606.ENSP00000417763"
"8556","9606.ENSP00000417763","9606.ENSP00000232888"
"8563","9606.ENSP00000258416","9606.ENSP00000417401"
"8564","9606.ENSP00000417401","9606.ENSP00000232888"
"8571","9606.ENSP00000258416","9606.ENSP00000417229"
"8572","9606.ENSP00000417229","9606.ENSP00000232888"
"8579","9606.ENSP00000258416","9606.ENSP00000417078"
"8580","9606.ENSP00000417078","9606.ENSP00000232888"
"8587","9606.ENSP00000258416","9606.ENSP00000416959"
"8588","9606.ENSP00000416959","9606.ENSP00000232888"
"8595","9606.ENSP00000258416","9606.ENSP00000416534"
"8596","9606.ENSP00000416534","9606.ENSP00000232888"
"8603","9606.ENSP00000258416","9606.ENSP00000416429"
"8604","9606.ENSP00000416429","9606.ENSP00000232888"
"8611","9606.ENSP00000258416","9606.ENSP00000416255"
"8612","9606.ENSP00000416255","9606.ENSP00000232888"
"8619","9606.ENSP00000258416","9606.ENSP00000415536"
"8620","9606.ENSP00000415536","9606.ENSP00000232888"
"8627","9606.ENSP00000258416","9606.ENSP00000414359"
"8628","9606.ENSP00000414359","9606.ENSP00000232888"
"8635","9606.ENSP00000258416","9606.ENSP00000414321"
"8636","9606.ENSP00000414321","9606.ENSP00000232888"
"8643","9606.ENSP00000258416","9606.ENSP00000413152"
"8644","9606.ENSP00000413152","9606.ENSP00000232888"
"8651","9606.ENSP00000258416","9606.ENSP00000411471"
"8652","9606.ENSP00000411471","9606.ENSP00000232888"
"8659","9606.ENSP00000258416","9606.ENSP00000410769"
"8660","9606.ENSP00000410769","9606.ENSP00000232888"
"8667","9606.ENSP00000258416","9606.ENSP00000410758"
"8668","9606.ENSP00000410758","9606.ENSP00000232888"
"8675","9606.ENSP00000258416","9606.ENSP00000410059"
"8676","9606.ENSP00000410059","9606.ENSP00000232888"
"8683","9606.ENSP00000258416","9606.ENSP00000406046"
"8684","9606.ENSP00000406046","9606.ENSP00000232888"
"8691","9606.ENSP00000258416","9606.ENSP00000405111"
"8692","9606.ENSP00000405111","9606.ENSP00000232888"
"8699","9606.ENSP00000258416","9606.ENSP00000404121"
"8700","9606.ENSP00000404121","9606.ENSP00000232888"
"8707","9606.ENSP00000258416","9606.ENSP00000403172"
"8708","9606.ENSP00000403172","9606.ENSP00000232888"
"8715","9606.ENSP00000258416","9606.ENSP00000402653"
"8716","9606.ENSP00000402653","9606.ENSP00000232888"
"8723","9606.ENSP00000258416","9606.ENSP00000402338"
"8724","9606.ENSP00000402338","9606.ENSP00000232888"
"8731","9606.ENSP00000258416","9606.ENSP00000401470"
"8732","9606.ENSP00000401470","9606.ENSP00000232888"
"8739","9606.ENSP00000258416","9606.ENSP00000400591"
"8740","9606.ENSP00000400591","9606.ENSP00000232888"
"8747","9606.ENSP00000258416","9606.ENSP00000400467"
"8748","9606.ENSP00000400467","9606.ENSP00000232888"
"8755","9606.ENSP00000258416","9606.ENSP00000397927"
"8756","9606.ENSP00000397927","9606.ENSP00000232888"
"8763","9606.ENSP00000258416","9606.ENSP00000397552"
"8764","9606.ENSP00000397552","9606.ENSP00000232888"
"8771","9606.ENSP00000258416","9606.ENSP00000393241"
"8772","9606.ENSP00000393241","9606.ENSP00000232888"
"8779","9606.ENSP00000258416","9606.ENSP00000392270"
"8780","9606.ENSP00000392270","9606.ENSP00000232888"
"8787","9606.ENSP00000258416","9606.ENSP00000392094"
"8788","9606.ENSP00000392094","9606.ENSP00000232888"
"8795","9606.ENSP00000258416","9606.ENSP00000390625"
"8796","9606.ENSP00000390625","9606.ENSP00000232888"
"8803","9606.ENSP00000258416","9606.ENSP00000390621"
"8804","9606.ENSP00000390621","9606.ENSP00000232888"
"8811","9606.ENSP00000258416","9606.ENSP00000390011"
"8812","9606.ENSP00000390011","9606.ENSP00000232888"
"8819","9606.ENSP00000258416","9606.ENSP00000389445"
"8820","9606.ENSP00000389445","9606.ENSP00000232888"
"8827","9606.ENSP00000258416","9606.ENSP00000388806"
"8828","9606.ENSP00000388806","9606.ENSP00000232888"
"8835","9606.ENSP00000258416","9606.ENSP00000386717"
"8836","9606.ENSP00000386717","9606.ENSP00000232888"
"8843","9606.ENSP00000258416","9606.ENSP00000386636"
"8844","9606.ENSP00000386636","9606.ENSP00000232888"
"8851","9606.ENSP00000258416","9606.ENSP00000386226"
"8852","9606.ENSP00000386226","9606.ENSP00000232888"
"8859","9606.ENSP00000258416","9606.ENSP00000386134"
"8860","9606.ENSP00000386134","9606.ENSP00000232888"
"8867","9606.ENSP00000258416","9606.ENSP00000385958"
"8868","9606.ENSP00000385958","9606.ENSP00000232888"
"8875","9606.ENSP00000258416","9606.ENSP00000385269"
"8876","9606.ENSP00000385269","9606.ENSP00000232888"
"8883","9606.ENSP00000258416","9606.ENSP00000384863"
"8884","9606.ENSP00000384863","9606.ENSP00000232888"
"8891","9606.ENSP00000258416","9606.ENSP00000384223"
"8892","9606.ENSP00000384223","9606.ENSP00000232888"
"8899","9606.ENSP00000258416","9606.ENSP00000383949"
"8900","9606.ENSP00000383949","9606.ENSP00000232888"
"8907","9606.ENSP00000258416","9606.ENSP00000383274"
"8908","9606.ENSP00000383274","9606.ENSP00000232888"
"8915","9606.ENSP00000258416","9606.ENSP00000383003"
"8916","9606.ENSP00000383003","9606.ENSP00000232888"
"8923","9606.ENSP00000258416","9606.ENSP00000382840"
"8924","9606.ENSP00000382840","9606.ENSP00000232888"
"8931","9606.ENSP00000258416","9606.ENSP00000381504"
"8932","9606.ENSP00000381504","9606.ENSP00000232888"
"8939","9606.ENSP00000258416","9606.ENSP00000380998"
"8940","9606.ENSP00000380998","9606.ENSP00000232888"
"8947","9606.ENSP00000258416","9606.ENSP00000380982"
"8948","9606.ENSP00000380982","9606.ENSP00000232888"
"8955","9606.ENSP00000258416","9606.ENSP00000380495"
"8956","9606.ENSP00000380495","9606.ENSP00000232888"
"8963","9606.ENSP00000258416","9606.ENSP00000380033"
"8964","9606.ENSP00000380033","9606.ENSP00000232888"
"8971","9606.ENSP00000258416","9606.ENSP00000379888"
"8972","9606.ENSP00000379888","9606.ENSP00000232888"
"8979","9606.ENSP00000258416","9606.ENSP00000379506"
"8980","9606.ENSP00000379506","9606.ENSP00000232888"
"8987","9606.ENSP00000258416","9606.ENSP00000379475"
"8988","9606.ENSP00000379475","9606.ENSP00000232888"
"8995","9606.ENSP00000258416","9606.ENSP00000378563"
"8996","9606.ENSP00000378563","9606.ENSP00000232888"
"9003","9606.ENSP00000258416","9606.ENSP00000378324"
"9004","9606.ENSP00000378324","9606.ENSP00000232888"
"9011","9606.ENSP00000258416","9606.ENSP00000378191"
"9012","9606.ENSP00000378191","9606.ENSP00000232888"
"9019","9606.ENSP00000258416","9606.ENSP00000378163"
"9020","9606.ENSP00000378163","9606.ENSP00000232888"
"9027","9606.ENSP00000258416","9606.ENSP00000378046"
"9028","9606.ENSP00000378046","9606.ENSP00000232888"
"9035","9606.ENSP00000258416","9606.ENSP00000377958"
"9036","9606.ENSP00000377958","9606.ENSP00000232888"
"9043","9606.ENSP00000258416","9606.ENSP00000377681"
"9044","9606.ENSP00000377681","9606.ENSP00000232888"
"9051","9606.ENSP00000258416","9606.ENSP00000377640"
"9052","9606.ENSP00000377640","9606.ENSP00000232888"
"9059","9606.ENSP00000258416","9606.ENSP00000376886"
"9060","9606.ENSP00000376886","9606.ENSP00000232888"
"9067","9606.ENSP00000258416","9606.ENSP00000376309"
"9068","9606.ENSP00000376309","9606.ENSP00000232888"
"9075","9606.ENSP00000258416","9606.ENSP00000376077"
"9076","9606.ENSP00000376077","9606.ENSP00000232888"
"9083","9606.ENSP00000258416","9606.ENSP00000376056"
"9084","9606.ENSP00000376056","9606.ENSP00000232888"
"9091","9606.ENSP00000258416","9606.ENSP00000375730"
"9092","9606.ENSP00000375730","9606.ENSP00000232888"
"9099","9606.ENSP00000258416","9606.ENSP00000374390"
"9100","9606.ENSP00000374390","9606.ENSP00000232888"
"9107","9606.ENSP00000258416","9606.ENSP00000373312"
"9108","9606.ENSP00000373312","9606.ENSP00000232888"
"9115","9606.ENSP00000258416","9606.ENSP00000371388"
"9116","9606.ENSP00000371388","9606.ENSP00000232888"
"9123","9606.ENSP00000258416","9606.ENSP00000371201"
"9124","9606.ENSP00000371201","9606.ENSP00000232888"
"9131","9606.ENSP00000258416","9606.ENSP00000370745"
"9132","9606.ENSP00000370745","9606.ENSP00000232888"
"9139","9606.ENSP00000258416","9606.ENSP00000370625"
"9140","9606.ENSP00000370625","9606.ENSP00000232888"
"9147","9606.ENSP00000258416","9606.ENSP00000370373"
"9148","9606.ENSP00000370373","9606.ENSP00000232888"
"9155","9606.ENSP00000258416","9606.ENSP00000370258"
"9156","9606.ENSP00000370258","9606.ENSP00000232888"
"9163","9606.ENSP00000258416","9606.ENSP00000369757"
"9164","9606.ENSP00000369757","9606.ENSP00000232888"
"9171","9606.ENSP00000258416","9606.ENSP00000369127"
"9172","9606.ENSP00000369127","9606.ENSP00000232888"
"9179","9606.ENSP00000258416","9606.ENSP00000368699"
"9180","9606.ENSP00000368699","9606.ENSP00000232888"
"9187","9606.ENSP00000258416","9606.ENSP00000368667"
"9188","9606.ENSP00000368667","9606.ENSP00000232888"
"9195","9606.ENSP00000258416","9606.ENSP00000368349"
"9196","9606.ENSP00000368349","9606.ENSP00000232888"
"9203","9606.ENSP00000258416","9606.ENSP00000366997"
"9204","9606.ENSP00000366997","9606.ENSP00000232888"
"9211","9606.ENSP00000258416","9606.ENSP00000366396"
"9212","9606.ENSP00000366396","9606.ENSP00000232888"
"9219","9606.ENSP00000258416","9606.ENSP00000365439"
"9220","9606.ENSP00000365439","9606.ENSP00000232888"
"9227","9606.ENSP00000258416","9606.ENSP00000365042"
"9228","9606.ENSP00000365042","9606.ENSP00000232888"
"9235","9606.ENSP00000258416","9606.ENSP00000364813"
"9236","9606.ENSP00000364813","9606.ENSP00000232888"
"9243","9606.ENSP00000258416","9606.ENSP00000364289"
"9244","9606.ENSP00000364289","9606.ENSP00000232888"
"9251","9606.ENSP00000258416","9606.ENSP00000364119"
"9252","9606.ENSP00000364119","9606.ENSP00000232888"
"9259","9606.ENSP00000258416","9606.ENSP00000363745"
"9260","9606.ENSP00000363745","9606.ENSP00000232888"
"9267","9606.ENSP00000258416","9606.ENSP00000363676"
"9268","9606.ENSP00000363676","9606.ENSP00000232888"
"9275","9606.ENSP00000258416","9606.ENSP00000363574"
"9276","9606.ENSP00000363574","9606.ENSP00000232888"
"9283","9606.ENSP00000258416","9606.ENSP00000363314"
"9284","9606.ENSP00000363314","9606.ENSP00000232888"
"9291","9606.ENSP00000258416","9606.ENSP00000363308"
"9292","9606.ENSP00000363308","9606.ENSP00000232888"
"9299","9606.ENSP00000258416","9606.ENSP00000363018"
"9300","9606.ENSP00000363018","9606.ENSP00000232888"
"9307","9606.ENSP00000258416","9606.ENSP00000362918"
"9308","9606.ENSP00000362918","9606.ENSP00000232888"
"9315","9606.ENSP00000258416","9606.ENSP00000362820"
"9316","9606.ENSP00000362820","9606.ENSP00000232888"
"9323","9606.ENSP00000258416","9606.ENSP00000362744"
"9324","9606.ENSP00000362744","9606.ENSP00000232888"
"9331","9606.ENSP00000258416","9606.ENSP00000362688"
"9332","9606.ENSP00000362688","9606.ENSP00000232888"
"9339","9606.ENSP00000258416","9606.ENSP00000362687"
"9340","9606.ENSP00000362687","9606.ENSP00000232888"
"9347","9606.ENSP00000258416","9606.ENSP00000362576"
"9348","9606.ENSP00000362576","9606.ENSP00000232888"
"9355","9606.ENSP00000258416","9606.ENSP00000362110"
"9356","9606.ENSP00000362110","9606.ENSP00000232888"
"9363","9606.ENSP00000258416","9606.ENSP00000362105"
"9364","9606.ENSP00000362105","9606.ENSP00000232888"
"9371","9606.ENSP00000258416","9606.ENSP00000362063"
"9372","9606.ENSP00000362063","9606.ENSP00000232888"
"9379","9606.ENSP00000258416","9606.ENSP00000361777"
"9380","9606.ENSP00000361777","9606.ENSP00000232888"
"9387","9606.ENSP00000258416","9606.ENSP00000361626"
"9388","9606.ENSP00000361626","9606.ENSP00000232888"
"9395","9606.ENSP00000258416","9606.ENSP00000361433"
"9396","9606.ENSP00000361433","9606.ENSP00000232888"
"9403","9606.ENSP00000258416","9606.ENSP00000361232"
"9404","9606.ENSP00000361232","9606.ENSP00000232888"
"9411","9606.ENSP00000258416","9606.ENSP00000361076"
"9412","9606.ENSP00000361076","9606.ENSP00000232888"
"9419","9606.ENSP00000258416","9606.ENSP00000360922"
"9420","9606.ENSP00000360922","9606.ENSP00000232888"
"9427","9606.ENSP00000258416","9606.ENSP00000360525"
"9428","9606.ENSP00000360525","9606.ENSP00000232888"
"9435","9606.ENSP00000258416","9606.ENSP00000359910"
"9436","9606.ENSP00000359910","9606.ENSP00000232888"
"9443","9606.ENSP00000258416","9606.ENSP00000359693"
"9444","9606.ENSP00000359693","9606.ENSP00000232888"
"9451","9606.ENSP00000258416","9606.ENSP00000359645"
"9452","9606.ENSP00000359645","9606.ENSP00000232888"
"9459","9606.ENSP00000258416","9606.ENSP00000359361"
"9460","9606.ENSP00000359361","9606.ENSP00000232888"
"9467","9606.ENSP00000258416","9606.ENSP00000359345"
"9468","9606.ENSP00000359345","9606.ENSP00000232888"
"9475","9606.ENSP00000258416","9606.ENSP00000358716"
"9476","9606.ENSP00000358716","9606.ENSP00000232888"
"9483","9606.ENSP00000258416","9606.ENSP00000358635"
"9484","9606.ENSP00000358635","9606.ENSP00000232888"
"9491","9606.ENSP00000258416","9606.ENSP00000358554"
"9492","9606.ENSP00000358554","9606.ENSP00000232888"
"9499","9606.ENSP00000258416","9606.ENSP00000358140"
"9500","9606.ENSP00000358140","9606.ENSP00000232888"
"9507","9606.ENSP00000258416","9606.ENSP00000358089"
"9508","9606.ENSP00000358089","9606.ENSP00000232888"
"9515","9606.ENSP00000258416","9606.ENSP00000357879"
"9516","9606.ENSP00000357879","9606.ENSP00000232888"
"9523","9606.ENSP00000258416","9606.ENSP00000357688"
"9524","9606.ENSP00000357688","9606.ENSP00000232888"
