"","vS1","vS2"
"9531","9606.ENSP00000258416","9606.ENSP00000357679"
"9532","9606.ENSP00000357679","9606.ENSP00000232888"
"9539","9606.ENSP00000258416","9606.ENSP00000356989"
"9540","9606.ENSP00000356989","9606.ENSP00000232888"
"9547","9606.ENSP00000258416","9606.ENSP00000356541"
"9548","9606.ENSP00000356541","9606.ENSP00000232888"
"9555","9606.ENSP00000258416","9606.ENSP00000356520"
"9556","9606.ENSP00000356520","9606.ENSP00000232888"
"9563","9606.ENSP00000258416","9606.ENSP00000355050"
"9564","9606.ENSP00000355050","9606.ENSP00000232888"
"9571","9606.ENSP00000258416","9606.ENSP00000355011"
"9572","9606.ENSP00000355011","9606.ENSP00000232888"
"9579","9606.ENSP00000258416","9606.ENSP00000354739"
"9580","9606.ENSP00000354739","9606.ENSP00000232888"
"9587","9606.ENSP00000258416","9606.ENSP00000354580"
"9588","9606.ENSP00000354580","9606.ENSP00000232888"
"9595","9606.ENSP00000258416","9606.ENSP00000354346"
"9596","9606.ENSP00000354346","9606.ENSP00000232888"
"9603","9606.ENSP00000258416","9606.ENSP00000354125"
"9604","9606.ENSP00000354125","9606.ENSP00000232888"
"9611","9606.ENSP00000258416","9606.ENSP00000353741"
"9612","9606.ENSP00000353741","9606.ENSP00000232888"
"9619","9606.ENSP00000258416","9606.ENSP00000353575"
"9620","9606.ENSP00000353575","9606.ENSP00000232888"
"9627","9606.ENSP00000258416","9606.ENSP00000353246"
"9628","9606.ENSP00000353246","9606.ENSP00000232888"
"9635","9606.ENSP00000258416","9606.ENSP00000352438"
"9636","9606.ENSP00000352438","9606.ENSP00000232888"
"9643","9606.ENSP00000258416","9606.ENSP00000351646"
"9644","9606.ENSP00000351646","9606.ENSP00000232888"
"9651","9606.ENSP00000258416","9606.ENSP00000351132"
"9652","9606.ENSP00000351132","9606.ENSP00000232888"
"9659","9606.ENSP00000258416","9606.ENSP00000351108"
"9660","9606.ENSP00000351108","9606.ENSP00000232888"
"9667","9606.ENSP00000258416","9606.ENSP00000350698"
"9668","9606.ENSP00000350698","9606.ENSP00000232888"
"9675","9606.ENSP00000258416","9606.ENSP00000350170"
"9676","9606.ENSP00000350170","9606.ENSP00000232888"
"9683","9606.ENSP00000258416","9606.ENSP00000349428"
"9684","9606.ENSP00000349428","9606.ENSP00000232888"
"9691","9606.ENSP00000258416","9606.ENSP00000349168"
"9692","9606.ENSP00000349168","9606.ENSP00000232888"
"9699","9606.ENSP00000258416","9606.ENSP00000346694"
"9700","9606.ENSP00000346694","9606.ENSP00000232888"
"9707","9606.ENSP00000258416","9606.ENSP00000346120"
"9708","9606.ENSP00000346120","9606.ENSP00000232888"
"9715","9606.ENSP00000258416","9606.ENSP00000346067"
"9716","9606.ENSP00000346067","9606.ENSP00000232888"
"9723","9606.ENSP00000258416","9606.ENSP00000346050"
"9724","9606.ENSP00000346050","9606.ENSP00000232888"
"9731","9606.ENSP00000258416","9606.ENSP00000346015"
"9732","9606.ENSP00000346015","9606.ENSP00000232888"
"9739","9606.ENSP00000258416","9606.ENSP00000346001"
"9740","9606.ENSP00000346001","9606.ENSP00000232888"
"9747","9606.ENSP00000258416","9606.ENSP00000345957"
"9748","9606.ENSP00000345957","9606.ENSP00000232888"
"9755","9606.ENSP00000258416","9606.ENSP00000345412"
"9756","9606.ENSP00000345412","9606.ENSP00000232888"
"9763","9606.ENSP00000258416","9606.ENSP00000342374"
"9764","9606.ENSP00000342374","9606.ENSP00000232888"
"9771","9606.ENSP00000258416","9606.ENSP00000341885"
"9772","9606.ENSP00000341885","9606.ENSP00000232888"
"9779","9606.ENSP00000258416","9606.ENSP00000341826"
"9780","9606.ENSP00000341826","9606.ENSP00000232888"
"9787","9606.ENSP00000258416","9606.ENSP00000340796"
"9788","9606.ENSP00000340796","9606.ENSP00000232888"
"9795","9606.ENSP00000258416","9606.ENSP00000340648"
"9796","9606.ENSP00000340648","9606.ENSP00000232888"
"9803","9606.ENSP00000258416","9606.ENSP00000339795"
"9804","9606.ENSP00000339795","9606.ENSP00000232888"
"9811","9606.ENSP00000258416","9606.ENSP00000339095"
"9812","9606.ENSP00000339095","9606.ENSP00000232888"
"9819","9606.ENSP00000258416","9606.ENSP00000339063"
"9820","9606.ENSP00000339063","9606.ENSP00000232888"
"9827","9606.ENSP00000258416","9606.ENSP00000338862"
"9828","9606.ENSP00000338862","9606.ENSP00000232888"
"9835","9606.ENSP00000258416","9606.ENSP00000338788"
"9836","9606.ENSP00000338788","9606.ENSP00000232888"
"9843","9606.ENSP00000258416","9606.ENSP00000336702"
"9844","9606.ENSP00000336702","9606.ENSP00000232888"
"9851","9606.ENSP00000258416","9606.ENSP00000335153"
"9852","9606.ENSP00000335153","9606.ENSP00000232888"
"9859","9606.ENSP00000258416","9606.ENSP00000332604"
"9860","9606.ENSP00000332604","9606.ENSP00000232888"
"9867","9606.ENSP00000258416","9606.ENSP00000332444"
"9868","9606.ENSP00000332444","9606.ENSP00000232888"
"9875","9606.ENSP00000258416","9606.ENSP00000332340"
"9876","9606.ENSP00000332340","9606.ENSP00000232888"
"9883","9606.ENSP00000258416","9606.ENSP00000332198"
"9884","9606.ENSP00000332198","9606.ENSP00000232888"
"9891","9606.ENSP00000258416","9606.ENSP00000331901"
"9892","9606.ENSP00000331901","9606.ENSP00000232888"
"9899","9606.ENSP00000258416","9606.ENSP00000331313"
"9900","9606.ENSP00000331313","9606.ENSP00000232888"
"9907","9606.ENSP00000258416","9606.ENSP00000330460"
"9908","9606.ENSP00000330460","9606.ENSP00000232888"
"9915","9606.ENSP00000258416","9606.ENSP00000329858"
"9916","9606.ENSP00000329858","9606.ENSP00000232888"
"9923","9606.ENSP00000258416","9606.ENSP00000329715"
"9924","9606.ENSP00000329715","9606.ENSP00000232888"
"9931","9606.ENSP00000258416","9606.ENSP00000326981"
"9932","9606.ENSP00000326981","9606.ENSP00000232888"
"9939","9606.ENSP00000258416","9606.ENSP00000326579"
"9940","9606.ENSP00000326579","9606.ENSP00000232888"
"9947","9606.ENSP00000258416","9606.ENSP00000326381"
"9948","9606.ENSP00000326381","9606.ENSP00000232888"
"9955","9606.ENSP00000258416","9606.ENSP00000325905"
"9956","9606.ENSP00000325905","9606.ENSP00000232888"
"9963","9606.ENSP00000258416","9606.ENSP00000325448"
"9964","9606.ENSP00000325448","9606.ENSP00000232888"
"9971","9606.ENSP00000258416","9606.ENSP00000325376"
"9972","9606.ENSP00000325376","9606.ENSP00000232888"
"9979","9606.ENSP00000258416","9606.ENSP00000324124"
"9980","9606.ENSP00000324124","9606.ENSP00000232888"
"9987","9606.ENSP00000258416","9606.ENSP00000323858"
"9988","9606.ENSP00000323858","9606.ENSP00000232888"
"9995","9606.ENSP00000258416","9606.ENSP00000323046"
"9996","9606.ENSP00000323046","9606.ENSP00000232888"
"10003","9606.ENSP00000258416","9606.ENSP00000322419"
"10004","9606.ENSP00000322419","9606.ENSP00000232888"
"10011","9606.ENSP00000258416","9606.ENSP00000322396"
"10012","9606.ENSP00000322396","9606.ENSP00000232888"
"10019","9606.ENSP00000258416","9606.ENSP00000321971"
"10020","9606.ENSP00000321971","9606.ENSP00000232888"
"10027","9606.ENSP00000258416","9606.ENSP00000321711"
"10028","9606.ENSP00000321711","9606.ENSP00000232888"
"10035","9606.ENSP00000258416","9606.ENSP00000319739"
"10036","9606.ENSP00000319739","9606.ENSP00000232888"
"10043","9606.ENSP00000258416","9606.ENSP00000319664"
"10044","9606.ENSP00000319664","9606.ENSP00000232888"
"10051","9606.ENSP00000258416","9606.ENSP00000319240"
"10052","9606.ENSP00000319240","9606.ENSP00000232888"
"10059","9606.ENSP00000258416","9606.ENSP00000318646"
"10060","9606.ENSP00000318646","9606.ENSP00000232888"
"10067","9606.ENSP00000258416","9606.ENSP00000318297"
"10068","9606.ENSP00000318297","9606.ENSP00000232888"
"10075","9606.ENSP00000258416","9606.ENSP00000318195"
"10076","9606.ENSP00000318195","9606.ENSP00000232888"
"10083","9606.ENSP00000258416","9606.ENSP00000317232"
"10084","9606.ENSP00000317232","9606.ENSP00000232888"
"10091","9606.ENSP00000258416","9606.ENSP00000316042"
"10092","9606.ENSP00000316042","9606.ENSP00000232888"
"10099","9606.ENSP00000258416","9606.ENSP00000315569"
"10100","9606.ENSP00000315569","9606.ENSP00000232888"
"10107","9606.ENSP00000258416","9606.ENSP00000315476"
"10108","9606.ENSP00000315476","9606.ENSP00000232888"
"10115","9606.ENSP00000258416","9606.ENSP00000315152"
"10116","9606.ENSP00000315152","9606.ENSP00000232888"
"10123","9606.ENSP00000258416","9606.ENSP00000314441"
"10124","9606.ENSP00000314441","9606.ENSP00000232888"
"10131","9606.ENSP00000258416","9606.ENSP00000314348"
"10132","9606.ENSP00000314348","9606.ENSP00000232888"
"10139","9606.ENSP00000258416","9606.ENSP00000313829"
"10140","9606.ENSP00000313829","9606.ENSP00000232888"
"10147","9606.ENSP00000258416","9606.ENSP00000313420"
"10148","9606.ENSP00000313420","9606.ENSP00000232888"
"10155","9606.ENSP00000258416","9606.ENSP00000313007"
"10156","9606.ENSP00000313007","9606.ENSP00000232888"
"10163","9606.ENSP00000258416","9606.ENSP00000311747"
"10164","9606.ENSP00000311747","9606.ENSP00000232888"
"10171","9606.ENSP00000258416","9606.ENSP00000311430"
"10172","9606.ENSP00000311430","9606.ENSP00000232888"
"10179","9606.ENSP00000258416","9606.ENSP00000310723"
"10180","9606.ENSP00000310723","9606.ENSP00000232888"
"10187","9606.ENSP00000258416","9606.ENSP00000309334"
"10188","9606.ENSP00000309334","9606.ENSP00000232888"
"10195","9606.ENSP00000258416","9606.ENSP00000309126"
"10196","9606.ENSP00000309126","9606.ENSP00000232888"
"10203","9606.ENSP00000258416","9606.ENSP00000308622"
"10204","9606.ENSP00000308622","9606.ENSP00000232888"
"10211","9606.ENSP00000258416","9606.ENSP00000307940"
"10212","9606.ENSP00000307940","9606.ENSP00000232888"
"10219","9606.ENSP00000258416","9606.ENSP00000307889"
"10220","9606.ENSP00000307889","9606.ENSP00000232888"
"10227","9606.ENSP00000258416","9606.ENSP00000307863"
"10228","9606.ENSP00000307863","9606.ENSP00000232888"
"10235","9606.ENSP00000258416","9606.ENSP00000307208"
"10236","9606.ENSP00000307208","9606.ENSP00000232888"
"10243","9606.ENSP00000258416","9606.ENSP00000305702"
"10244","9606.ENSP00000305702","9606.ENSP00000232888"
"10251","9606.ENSP00000258416","9606.ENSP00000305556"
"10252","9606.ENSP00000305556","9606.ENSP00000232888"
"10259","9606.ENSP00000258416","9606.ENSP00000302961"
"10260","9606.ENSP00000302961","9606.ENSP00000232888"
"10267","9606.ENSP00000258416","9606.ENSP00000302896"
"10268","9606.ENSP00000302896","9606.ENSP00000232888"
"10275","9606.ENSP00000258416","9606.ENSP00000302886"
"10276","9606.ENSP00000302886","9606.ENSP00000232888"
"10283","9606.ENSP00000258416","9606.ENSP00000302768"
"10284","9606.ENSP00000302768","9606.ENSP00000232888"
"10291","9606.ENSP00000258416","9606.ENSP00000302160"
"10292","9606.ENSP00000302160","9606.ENSP00000232888"
"10299","9606.ENSP00000258416","9606.ENSP00000300413"
"10300","9606.ENSP00000300413","9606.ENSP00000232888"
"10307","9606.ENSP00000258416","9606.ENSP00000299300"
"10308","9606.ENSP00000299300","9606.ENSP00000232888"
"10315","9606.ENSP00000258416","9606.ENSP00000297071"
"10316","9606.ENSP00000297071","9606.ENSP00000232888"
"10323","9606.ENSP00000258416","9606.ENSP00000296674"
"10324","9606.ENSP00000296674","9606.ENSP00000232888"
"10331","9606.ENSP00000258416","9606.ENSP00000296577"
"10332","9606.ENSP00000296577","9606.ENSP00000232888"
"10339","9606.ENSP00000258416","9606.ENSP00000296411"
"10340","9606.ENSP00000296411","9606.ENSP00000232888"
"10347","9606.ENSP00000258416","9606.ENSP00000295822"
"10348","9606.ENSP00000295822","9606.ENSP00000232888"
"10355","9606.ENSP00000258416","9606.ENSP00000293831"
"10356","9606.ENSP00000293831","9606.ENSP00000232888"
"10363","9606.ENSP00000258416","9606.ENSP00000293362"
"10364","9606.ENSP00000293362","9606.ENSP00000232888"
"10371","9606.ENSP00000258416","9606.ENSP00000292614"
"10372","9606.ENSP00000292614","9606.ENSP00000232888"
"10379","9606.ENSP00000258416","9606.ENSP00000290158"
"10380","9606.ENSP00000290158","9606.ENSP00000232888"
"10387","9606.ENSP00000258416","9606.ENSP00000289371"
"10388","9606.ENSP00000289371","9606.ENSP00000232888"
"10395","9606.ENSP00000258416","9606.ENSP00000288937"
"10396","9606.ENSP00000288937","9606.ENSP00000232888"
"10403","9606.ENSP00000258416","9606.ENSP00000286788"
"10404","9606.ENSP00000286788","9606.ENSP00000232888"
"10411","9606.ENSP00000258416","9606.ENSP00000286428"
"10412","9606.ENSP00000286428","9606.ENSP00000232888"
"10419","9606.ENSP00000258416","9606.ENSP00000285814"
"10420","9606.ENSP00000285814","9606.ENSP00000232888"
"10427","9606.ENSP00000258416","9606.ENSP00000282486"
"10428","9606.ENSP00000282486","9606.ENSP00000232888"
"10435","9606.ENSP00000258416","9606.ENSP00000280326"
"10436","9606.ENSP00000280326","9606.ENSP00000232888"
"10443","9606.ENSP00000258416","9606.ENSP00000278572"
"10444","9606.ENSP00000278572","9606.ENSP00000232888"
"10451","9606.ENSP00000258416","9606.ENSP00000275820"
"10452","9606.ENSP00000275820","9606.ENSP00000232888"
"10459","9606.ENSP00000258416","9606.ENSP00000274606"
"10460","9606.ENSP00000274606","9606.ENSP00000232888"
"10467","9606.ENSP00000258416","9606.ENSP00000272348"
"10468","9606.ENSP00000272348","9606.ENSP00000232888"
"10475","9606.ENSP00000258416","9606.ENSP00000271308"
"10476","9606.ENSP00000271308","9606.ENSP00000232888"
"10483","9606.ENSP00000258416","9606.ENSP00000269499"
"10484","9606.ENSP00000269499","9606.ENSP00000232888"
"10491","9606.ENSP00000258416","9606.ENSP00000269349"
"10492","9606.ENSP00000269349","9606.ENSP00000232888"
"10499","9606.ENSP00000258416","9606.ENSP00000269305"
"10500","9606.ENSP00000269305","9606.ENSP00000232888"
"10507","9606.ENSP00000258416","9606.ENSP00000268616"
"10508","9606.ENSP00000268616","9606.ENSP00000232888"
"10515","9606.ENSP00000258416","9606.ENSP00000266987"
"10516","9606.ENSP00000266987","9606.ENSP00000232888"
"10523","9606.ENSP00000258416","9606.ENSP00000266735"
"10524","9606.ENSP00000266735","9606.ENSP00000232888"
"10531","9606.ENSP00000258416","9606.ENSP00000266679"
"10532","9606.ENSP00000266679","9606.ENSP00000232888"
"10539","9606.ENSP00000258416","9606.ENSP00000266126"
"10540","9606.ENSP00000266126","9606.ENSP00000232888"
"10547","9606.ENSP00000258416","9606.ENSP00000265753"
"10548","9606.ENSP00000265753","9606.ENSP00000232888"
"10555","9606.ENSP00000258416","9606.ENSP00000265564"
"10556","9606.ENSP00000265564","9606.ENSP00000232888"
"10563","9606.ENSP00000258416","9606.ENSP00000264951"
"10564","9606.ENSP00000264951","9606.ENSP00000232888"
"10571","9606.ENSP00000258416","9606.ENSP00000264705"
"10572","9606.ENSP00000264705","9606.ENSP00000232888"
"10579","9606.ENSP00000258416","9606.ENSP00000263694"
"10580","9606.ENSP00000263694","9606.ENSP00000232888"
"10587","9606.ENSP00000258416","9606.ENSP00000263657"
"10588","9606.ENSP00000263657","9606.ENSP00000232888"
"10595","9606.ENSP00000258416","9606.ENSP00000263629"
"10596","9606.ENSP00000263629","9606.ENSP00000232888"
"10603","9606.ENSP00000258416","9606.ENSP00000263253"
"10604","9606.ENSP00000263253","9606.ENSP00000232888"
"10611","9606.ENSP00000258416","9606.ENSP00000263239"
"10612","9606.ENSP00000263239","9606.ENSP00000232888"
"10619","9606.ENSP00000258416","9606.ENSP00000262584"
"10620","9606.ENSP00000262584","9606.ENSP00000232888"
"10627","9606.ENSP00000258416","9606.ENSP00000262415"
"10628","9606.ENSP00000262415","9606.ENSP00000232888"
"10635","9606.ENSP00000258416","9606.ENSP00000262265"
"10636","9606.ENSP00000262265","9606.ENSP00000232888"
"10643","9606.ENSP00000258416","9606.ENSP00000262027"
"10644","9606.ENSP00000262027","9606.ENSP00000232888"
"10651","9606.ENSP00000258416","9606.ENSP00000261813"
"10652","9606.ENSP00000261813","9606.ENSP00000232888"
"10659","9606.ENSP00000258416","9606.ENSP00000261637"
"10660","9606.ENSP00000261637","9606.ENSP00000232888"
"10667","9606.ENSP00000258416","9606.ENSP00000261479"
"10668","9606.ENSP00000261479","9606.ENSP00000232888"
"10675","9606.ENSP00000258416","9606.ENSP00000260443"
"10676","9606.ENSP00000260443","9606.ENSP00000232888"
"10683","9606.ENSP00000258416","9606.ENSP00000259469"
"10684","9606.ENSP00000259469","9606.ENSP00000232888"
"10691","9606.ENSP00000258416","9606.ENSP00000259457"
"10692","9606.ENSP00000259457","9606.ENSP00000232888"
"10699","9606.ENSP00000258416","9606.ENSP00000258962"
"10700","9606.ENSP00000258962","9606.ENSP00000232888"
"10707","9606.ENSP00000258416","9606.ENSP00000258772"
"10708","9606.ENSP00000258772","9606.ENSP00000232888"
"10715","9606.ENSP00000258416","9606.ENSP00000258091"
"10716","9606.ENSP00000258091","9606.ENSP00000232888"
"10723","9606.ENSP00000258416","9606.ENSP00000257570"
"10724","9606.ENSP00000257570","9606.ENSP00000232888"
"10731","9606.ENSP00000258416","9606.ENSP00000256689"
"10732","9606.ENSP00000256689","9606.ENSP00000232888"
"10739","9606.ENSP00000258416","9606.ENSP00000256383"
"10740","9606.ENSP00000256383","9606.ENSP00000232888"
"10747","9606.ENSP00000258416","9606.ENSP00000255674"
"10748","9606.ENSP00000255674","9606.ENSP00000232888"
"10755","9606.ENSP00000258416","9606.ENSP00000254940"
"10756","9606.ENSP00000254940","9606.ENSP00000232888"
"10763","9606.ENSP00000258416","9606.ENSP00000254730"
"10764","9606.ENSP00000254730","9606.ENSP00000232888"
"10771","9606.ENSP00000258416","9606.ENSP00000253108"
"10772","9606.ENSP00000253108","9606.ENSP00000232888"
"10779","9606.ENSP00000258416","9606.ENSP00000253039"
"10780","9606.ENSP00000253039","9606.ENSP00000232888"
"10787","9606.ENSP00000258416","9606.ENSP00000252996"
"10788","9606.ENSP00000252996","9606.ENSP00000232888"
"10795","9606.ENSP00000258416","9606.ENSP00000252037"
"10796","9606.ENSP00000252037","9606.ENSP00000232888"
"10803","9606.ENSP00000258416","9606.ENSP00000251636"
"10804","9606.ENSP00000251636","9606.ENSP00000232888"
"10811","9606.ENSP00000258416","9606.ENSP00000251453"
"10812","9606.ENSP00000251453","9606.ENSP00000232888"
"10819","9606.ENSP00000258416","9606.ENSP00000250237"
"10820","9606.ENSP00000250237","9606.ENSP00000232888"
"10827","9606.ENSP00000258416","9606.ENSP00000249299"
"10828","9606.ENSP00000249299","9606.ENSP00000232888"
"10835","9606.ENSP00000258416","9606.ENSP00000247003"
"10836","9606.ENSP00000247003","9606.ENSP00000232888"
"10843","9606.ENSP00000258416","9606.ENSP00000246194"
"10844","9606.ENSP00000246194","9606.ENSP00000232888"
"10851","9606.ENSP00000258416","9606.ENSP00000246071"
"10852","9606.ENSP00000246071","9606.ENSP00000232888"
"10859","9606.ENSP00000258416","9606.ENSP00000245838"
"10860","9606.ENSP00000245838","9606.ENSP00000232888"
"10867","9606.ENSP00000258416","9606.ENSP00000245539"
"10868","9606.ENSP00000245539","9606.ENSP00000232888"
"10875","9606.ENSP00000258416","9606.ENSP00000244520"
"10876","9606.ENSP00000244520","9606.ENSP00000232888"
"10883","9606.ENSP00000258416","9606.ENSP00000244227"
"10884","9606.ENSP00000244227","9606.ENSP00000232888"
"10891","9606.ENSP00000258416","9606.ENSP00000244020"
"10892","9606.ENSP00000244020","9606.ENSP00000232888"
"10899","9606.ENSP00000258416","9606.ENSP00000243563"
"10900","9606.ENSP00000243563","9606.ENSP00000232888"
"10907","9606.ENSP00000258416","9606.ENSP00000242776"
"10908","9606.ENSP00000242776","9606.ENSP00000232888"
"10915","9606.ENSP00000258416","9606.ENSP00000240922"
"10916","9606.ENSP00000240922","9606.ENSP00000232888"
"10923","9606.ENSP00000258416","9606.ENSP00000240185"
"10924","9606.ENSP00000240185","9606.ENSP00000232888"
"10931","9606.ENSP00000258416","9606.ENSP00000238256"
"10932","9606.ENSP00000238256","9606.ENSP00000232888"
"10939","9606.ENSP00000258416","9606.ENSP00000238146"
"10940","9606.ENSP00000238146","9606.ENSP00000232888"
"10947","9606.ENSP00000258416","9606.ENSP00000233468"
"10948","9606.ENSP00000233468","9606.ENSP00000232888"
"10955","9606.ENSP00000258416","9606.ENSP00000230050"
"10956","9606.ENSP00000230050","9606.ENSP00000232888"
"10963","9606.ENSP00000258416","9606.ENSP00000229390"
"10964","9606.ENSP00000229390","9606.ENSP00000232888"
"10971","9606.ENSP00000258416","9606.ENSP00000228347"
"10972","9606.ENSP00000228347","9606.ENSP00000232888"
"10979","9606.ENSP00000258416","9606.ENSP00000227524"
