"","V1","V2","V3","V4"
"3723",2917468,"DKK2","SFRP2","729"
"3724",2917559,"DKK2","WNT10A","781"
"3725",2918852,"ATP6V0D2","ATP4A","782"
"3726",2918983,"ATP6V0D2","ARF6","658"
"3727",2919056,"ATP6V0D2","RRAGA","793"
"3728",2919142,"ATP6V0D2","OCSTAMP","746"
"3729",2919322,"ATP6V0D2","INS","666"
"3730",2920654,"ODF1","ART1","745"
"3731",2921084,"ODF1","HSPB9","719"
"3732",2921119,"ODF1","HSPB8","666"
"3733",2921858,"PIP4P2","PIK3CB","657"
"3734",2921957,"PIP4P2","PIK3CA","657"
"3735",2923851,"HSPA13","DNAJB9","723"
"3736",2923868,"HSPA13","HSPA5","743"
"3737",2931490,"GEMIN5","NAIF1","766"
"3738",2931506,"GEMIN5","RPS5","679"
"3739",2931682,"MAGEC1","CT45A1","702"
"3740",2931738,"MAGEC1","SSX4B","691"
"3741",2931756,"MAGEC1","SSX2","741"
"3742",2931878,"MAGEC1","SSX1","703"
"3743",2931905,"MAGEC1","SSX4","692"
"3744",2932116,"LRGUK","NEU2","742"
"3745",2937519,"XAGE2","SPANXD","651"
"3746",2940308,"PPIL3","ZNF830","674"
"3747",2940368,"PPIL3","CCS","730"
"3748",2940610,"PPIL3","PRPF19","692"
"3749",2940896,"PPIL3","PCBP1","706"
"3750",2941109,"PPIL3","MISP","653"
"3751",2941682,"FZD7","FZD4","680"
"3752",2941755,"FZD7","FZD2","676"
"3753",2941822,"FZD7","RAC3","724"
"3754",2941848,"FZD7","VANGL2","797"
"3755",2941867,"FZD7","FZD8","694"
"3756",2941890,"FZD7","SFRP5","667"
"3757",2942354,"FZD7","SFRP2","692"
"3758",2942368,"FZD7","FZD5","667"
"3759",2942372,"FZD7","CSPG4","672"
"3760",2942883,"SLC26A2","PAPSS1","774"
"3761",2945058,"LSM11","NAT10","720"
"3762",2945097,"LSM11","NHP2","786"
"3763",2945245,"LSM11","NOP10","788"
"3764",2945429,"MED7","POLR2J2","779"
"3765",2945492,"MED7","GTF2E2","794"
"3766",2945537,"MED7","POLR2J3","779"
"3767",2945605,"MED7","POLR2J2","779"
"3768",2952785,"NAT2","LOC102724023","778"
"3769",2960000,"BATF","MAF","741"
"3770",2960113,"BATF","IFI35","781"
"3771",2960459,"BATF","TBX21","746"
"3772",2962078,"CFAP418","NXNL1","713"
"3773",2965495,"CXCL13","IL10","658"
"3774",2965497,"CXCL13","CXCR6","791"
"3775",2965506,"CXCL13","CCL4","683"
"3776",2965514,"CXCL13","CCL22","660"
"3777",2965518,"CXCL13","CCL3","701"
"3778",2965521,"CXCL13","CCR10","798"
"3779",2965558,"CXCL13","CCL2","775"
"3780",2965590,"CXCL13","XCR1","741"
"3781",2965775,"CXCL13","CXCL1","692"
"3782",2965780,"CXCL13","CCL11","651"
"3783",2965810,"CXCL13","CXCL5","742"
"3784",2965841,"CXCL13","CCL18","678"
"3785",2965865,"CXCL13","CCR8","773"
"3786",2966037,"CXCL13","CCL5","697"
"3787",2966141,"CXCL13","TNF","657"
"3788",2966425,"WHAMM","DGKK","654"
"3789",2968820,"CLDN17","CLDN23","655"
"3790",2971067,"ANKRD9","H1-1","684"
"3791",2971274,"ANKRD9","MARCHF3","738"
"3792",2972493,"MTERF3","MRPL51","737"
"3793",2972520,"MTERF3","ATP5MF-PTCD1","765"
"3794",2972537,"MTERF3","MRM1","678"
"3795",2972596,"MTERF3","MRPL49","774"
"3796",2972630,"MTERF3","NOA1","678"
"3797",2972643,"MTERF3","MRPL13","667"
"3798",2972721,"MTERF3","COA5","713"
"3799",2972804,"MTERF3","MALSU1","671"
"3800",2972893,"KCNS2","KCNH3","757"
"3801",2972898,"KCNS2","KCNF1","681"
"3802",2972962,"KCNS2","KCNB2","701"
"3803",2973219,"KCNS2","KCNC1","699"
"3804",2973291,"KCNS2","KCNA5","657"
"3805",2973344,"KCNS2","KCNH4","779"
"3806",2973433,"KCNS2","KCNS1","724"
"3807",2973441,"KCNS2","KCNH8","736"
"3808",2973462,"KCNS2","KCNA4","679"
"3809",2973488,"KCNS2","KCNA3","655"
"3810",2980821,"GLYATL2","LIPK","758"
"3811",2983659,"NTAQ1","TRMT12","707"
"3812",2983712,"NTAQ1","NTAN1","757"
"3813",2985577,"NSMCE2","PIAS4","766"
"3814",2985601,"NSMCE2","MAGEF1","656"
"3815",2985757,"NSMCE2","ZNF597","759"
"3816",2987266,"COX6A2","GLRX5","665"
"3817",2987430,"COX6A2","ATP5MGL","798"
"3818",2987759,"COX6A2","CYCS","779"
"3819",2987773,"COX6A2","NDUFA2","672"
"3820",2987846,"COX6A2","ATP5MG","747"
"3821",2987847,"COX6A2","RPS13","756"
"3822",2991887,"SST","OXT","724"
"3823",2991935,"SST","HTR1D","671"
"3824",2991953,"SST","GIP","691"
"3825",2992009,"SST","ADRB2","717"
"3826",2992073,"SST","GH1","757"
"3827",2992129,"SST","ATP4A","671"
"3828",2992276,"SST","NPY1R","740"
"3829",2992438,"SST","PDYN","744"
"3830",2992651,"SST","NKX6-2","731"
"3831",2992834,"SST","HTR1B","687"
"3832",2992908,"SST","GABBR2","684"
"3833",2992909,"SST","ENO2","705"
"3834",2992938,"SST","IAPP","707"
"3835",2992947,"SST","HTR1A","784"
"3836",2993009,"SST","SLC17A6","701"
"3837",2993031,"SST","NEUROD1","727"
"3838",2993038,"SST","CHRM1","699"
"3839",2993100,"SST","SLC32A1","739"
"3840",2993156,"SST","NKX2-2","668"
"3841",2993183,"SST","FFAR2","699"
"3842",2995298,"NTAN1","NTAQ1","757"
"3843",2995343,"NTAN1","TMEM82","702"
"3844",2995374,"NTAN1","CCL21","710"
"3845",2996823,"LYZL4","YEATS4","721"
"3846",2996836,"LYZL4","OR51D1","654"
"3847",2996908,"LYZL4","ASTL","694"
"3848",2999204,"TIMP4","MMP7","718"
"3849",2999242,"TIMP4","MMP12","692"
"3850",2999387,"TIMP4","MMP26","780"
"3851",2999408,"TIMP4","MMP1","708"
"3852",3004161,"HTR5A","GNG13","729"
"3853",3004382,"HTR5A","GNG3","743"
"3854",3004491,"HTR5A","MCHR1","654"
"3855",3004913,"HTR5A","GAST","720"
"3856",3004932,"HTR5A","KCNJ9","675"
"3857",3005592,"FZD1","GPC4","689"
"3858",3005672,"FZD1","FZD8","692"
"3859",3005697,"FZD1","SFRP5","673"
"3860",3005722,"FZD1","RAC3","715"
"3861",3005743,"FZD1","VANGL2","693"
"3862",3005893,"FZD1","FZD4","681"
"3863",3005970,"FZD1","CSPG4","661"
"3864",3005974,"FZD1","FZD5","669"
"3865",3008226,"THTPA","FXYD6-FXYD2","733"
"3866",3008244,"THTPA","PTGIR","694"
"3867",3008278,"THTPA","PPP1R15B","662"
"3868",3009199,"TMED6","SSR3","654"
"3869",3009278,"TMED6","TMED7-TICAM2","691"
"3870",3009280,"TMED6","SEC11C","655"
"3871",3016116,"CCNB2","DSCC1","672"
"3872",3016543,"CCNB2","ANAPC2","788"
"3873",3016582,"CCNB2","CCND1","670"
"3874",3017003,"CCNB2","KIF18A","758"
"3875",3017079,"CCNB2","RNASEH2A","769"
"3876",3017161,"CCNB2","KIF4B","714"
"3877",3017442,"CCNB2","CDK3","726"
"3878",3017544,"CCNB2","CDK3","726"
"3879",3017567,"CCNB2","CCND2","681"
"3880",3019033,"MYO1E","ARL14EP","758"
"3881",3025637,"PSMG3","PSMB9","699"
"3882",3025642,"PSMG3","COX19","686"
"3883",3031118,"MRPL17","TIMM13","690"
"3884",3031515,"MRPL17","RPL10L","738"
"3885",3031822,"MRPL17","SMKR1","790"
"3886",3031942,"MRPL17","APEX2","726"
"3887",3032057,"MRPL17","PFDN2","656"
"3888",3032159,"MRPL17","MTRFR","716"
"3889",3032864,"DUSP2","MRPS6","652"
"3890",3038291,"PIK3CB","REM1","683"
"3891",3038516,"PIK3CB","INSRR","752"
"3892",3038576,"PIK3CB","P3R3URF-PIK3R3","668"
"3893",3038651,"PIK3CB","VAV1","738"
"3894",3038903,"PIK3CB","ATG14","700"
"3895",3038982,"PIK3CB","CRK","752"
"3896",3039210,"PIK3CB","PIP4P2","657"
"3897",3039350,"PIK3CB","NGF","692"
"3898",3039824,"PIK3CB","SOCS5","686"
"3899",3040116,"PIK3CB","RAC3","717"
"3900",3040752,"ACTR1B","GCHFR","727"
"3901",3041307,"ACTR1B","NFYB","738"
"3902",3041718,"ACTR1B","OTP","658"
"3903",3042862,"H2BC5","UHRF1","656"
"3904",3042879,"H2BC5","UBE2B","714"
"3905",3043049,"H2BC5","H2AC11","698"
"3906",3043108,"H2BC5","SMARCA5","664"
"3907",3043148,"H2BC5","CENPW","660"
"3908",3043162,"H2BC5","H2AC4","652"
"3909",3043185,"H2BC5","H3C13","662"
"3910",3043293,"H2BC5","H2AC17","715"
"3911",3043480,"H2BC5","H3C7","774"
"3912",3043488,"H2BC5","POLR2I","657"
"3913",3043523,"H2BC5","PRKDC","660"
"3914",3043532,"H2BC5","KAT2B","712"
"3915",3043567,"H2BC5","H2BC7","659"
"3916",3043648,"H2BC5","H2BC6","672"
"3917",3043700,"H2BC5","H2AC15","698"
"3918",3043733,"H2BC5","H2AC16","712"
"3919",3043773,"H2BC5","TAF9B","662"
"3920",3043777,"H2BC5","H3C11","653"
"3921",3043783,"H2BC5","H3-4","791"
"3922",3043808,"H2BC5","H2AC12","735"
"3923",3043816,"H2BC5","H2BC4","735"
"3924",3043826,"H2BC5","H2BC3","702"
"3925",3046333,"CNOT11","NANOS2","756"
"3926",3046582,"CATIP","CTDSP1","730"
"3927",3047409,"CD1A","CD7","722"
"3928",3047410,"CD1A","CSF2","739"
"3929",3047427,"CD1A","CD1D","670"
"3930",3047465,"CD1A","CD2","760"
"3931",3047814,"CD1A","LAMP3","662"
"3932",3053019,"ZSCAN23","TRIM40","749"
"3933",3057294,"TMEM141","TMEM14A","695"
"3934",3057667,"MIS18A","H2AC20","685"
"3935",3057802,"MIS18A","MAFIP","654"
"3936",3057825,"MIS18A","CENPW","797"
"3937",3057842,"MIS18A","SMARCA5","692"
"3938",3057846,"MIS18A","CENPQ","755"
"3939",3066571,"PRAC1","PRAC2","748"
"3940",3066767,"HOXB13","FOXA1","727"
"3941",3067370,"ATP5PO","COX6A1","715"
"3942",3067429,"ATP5PO","SLC25A5","663"
"3943",3067852,"ATP5PO","CYCS","666"
"3944",3068126,"ATP5PO","NDUFB4","671"
"3945",3068168,"ATP5PO","ACKR3","774"
"3946",3068210,"ATP5PO","ATP6V1G1","669"
"3947",3068299,"ATP5PO","MRPL13","740"
"3948",3068343,"KCNE2","KCNA4","670"
"3949",3068447,"KCNE2","HCN4","705"
"3950",3068463,"KCNE2","SNTA1","735"
"3951",3068472,"KCNE2","SLC5A3","703"
"3952",3068491,"KCNE2","RERG","678"
"3953",3068524,"KCNE2","SCN4B","759"
"3954",3068616,"KCNE2","CAV3","693"
"3955",3071355,"CBR3","UGT1A7","723"
"3956",3071356,"CBR3","UGT1A5","749"
"3957",3071521,"CBR3","UGT1A3","753"
"3958",3071577,"CBR3","UGT2A2","699"
"3959",3071742,"CBR3","UGT1A10","726"
"3960",3071750,"CBR3","UGT1A4","757"
"3961",3071810,"CBR3","UGT1A9","719"
"3962",3071819,"CBR3","UGT1A8","727"
"3963",3071831,"CBR3","UGT2B17","696"
"3964",3071840,"CBR3","UGT1A1","730"
"3965",3072381,"GJD2","GRIN2B","693"
"3966",3072735,"ACTC1","TCAP","656"
"3967",3073187,"ACTC1","PFN1","676"
"3968",3073830,"ACTC1","MYL7","678"
"3969",3073894,"ACTC1","MYH4","674"
"3970",3073964,"ACTC1","CNN1","690"
"3971",3074329,"ACTC1","MYH8","675"
"3972",3074510,"ACTC1","WASL","708"
"3973",3075168,"C2orf81","STMP1","710"
"3974",3075243,"C2orf81","ELOA2","670"
"3975",3077767,"PLA2G4D","PAFAH1B3","674"
"3976",3077821,"PLA2G4D","GNA11","664"
"3977",3077905,"PLA2G4D","CYP1A2","658"
"3978",3078003,"PLA2G4D","GNAZ","660"
"3979",3080144,"BTG2","EGR1","799"
"3980",3080879,"IRX6","DBX2","695"
"3981",3080946,"IRX6","NKX2-2","688"
"3982",3087567,"PGLYRP3","LCE1A","752"
"3983",3087658,"PGLYRP3","LCE3C","731"
"3984",3087668,"PGLYRP3","LCE3B","734"
"3985",3095739,"AGRP","KISS1","678"
"3986",3095795,"AGRP","OXT","681"
"3987",3095808,"AGRP","TRH","784"
"3988",3095946,"AGRP","MC5R","731"
"3989",3095965,"AGRP","CRH","776"
"3990",3096007,"AGRP","UCP1","659"
"3991",3096086,"AGRP","PMCH","726"
"3992",3096115,"AGRP","INS","769"
"3993",3096167,"AGRP","BSX","744"
"3994",3096519,"PIP","KRT20","710"
"3995",3096577,"PIP","KEL","767"
"3996",3096578,"PIP","AQP5","757"
"3997",3097510,"TNFRSF13C","LTA","677"
"3998",3097548,"TNFRSF13C","CD27","658"
"3999",3097583,"TNFRSF13C","LTB","719"
"4000",3097624,"TNFRSF13C","CAMLG","787"
"4001",3097740,"TNFRSF13C","CXCR5","743"
"4002",3098017,"PTGIR","PTGIS","725"
"4003",3098127,"PTGIR","THTPA","694"
"4004",3098183,"PTGIR","GNG8","722"
"4005",3098212,"PTGIR","GNGT2","666"
"4006",3101829,"NR2F6","RASD1","759"
"4007",3102011,"NR2F6","PHOX2A","658"
"4008",3103711,"CILP2","TRIB1","653"
"4009",3103766,"TFF2","CBLIF","682"
"4010",3104043,"TFF2","MUC5AC","700"
"4011",3107488,"CRYAA","CRYGB","725"
"4012",3107564,"CRYAA","HSPB9","680"
"4013",3107614,"CRYAA","CRYGA","756"
"4014",3107760,"CRYAA","LIM2","741"
"4015",3107841,"CRYAA","HSPB2","784"
"4016",3107923,"HSF2BP","SIK1","687"
"4017",3108785,"CSTB","CST4","759"
"4018",3108788,"CSTB","H3-2","700"
"4019",3108938,"CSTB","CST5","664"
"4020",3109012,"CSTB","APOD","764"
"4021",3109096,"CSTB","CST2","675"
"4022",3109116,"CSTB","CST1","668"
"4023",3109148,"CSTB","MT2A","746"
"4024",3110055,"PWP2","RRP15","743"
"4025",3110075,"PWP2","POLR1F","653"
"4026",3110179,"PWP2","POLR3C","660"
"4027",3110359,"PWP2","PAK1IP1","737"
"4028",3110512,"PWP2","RPS18","750"
"4029",3110654,"PWP2","TFB2M","785"
"4030",3116203,"LILRA4","HLA-E","661"
"4031",3117649,"KIR3DL3","CCR8","727"
"4032",3117763,"KIR3DL3","KLRK1","707"
"4033",3119087,"PKN3","RAC3","720"
"4034",3119501,"TMEM190","FSCB","708"
"4035",3119610,"NLRP8","OR10P1","694"
"4036",3121164,"ETHE1","PAFAH1B3","690"
"4037",3121182,"ETHE1","ANKK1","665"
"4038",3121558,"ETHE1","LYPD3","716"
"4039",3122209,"CXCR5","TNFRSF13C","743"
"4040",3122218,"CXCR5","CD69","674"
"4041",3122231,"CXCR5","CCL24","702"
"4042",3122241,"CXCR5","CD27","724"
"4043",3122257,"CXCR5","CCL15","674"
"4044",3122277,"CXCR5","XCL2","684"
"4045",3122330,"CXCR5","CCL2","781"
"4046",3122450,"CXCR5","CCL26","658"
"4047",3122490,"CXCR5","CD40LG","736"
"4048",3122542,"CXCR5","CCL4L2","737"
"4049",3122561,"CXCR5","CX3CL1","756"
"4050",3122563,"CXCR5","CCL13","668"
"4051",3122586,"CXCR5","CCL8","712"
"4052",3122595,"CXCR5","CCL27","791"
"4053",3122606,"CXCR5","LOC102723996","711"
"4054",3122617,"CXCR5","IL2","660"
"4055",3122632,"CXCR5","CXCL5","756"
"4056",3122633,"CXCR5","CXCL1","765"
"4057",3122644,"CXCR5","CCL11","722"
"4058",3122675,"CXCR5","CCL22","756"
"4059",3122680,"CXCR5","IL10","663"
"4060",3122686,"CXCR5","CXCL2","735"
"4061",3122750,"CXCR5","XCL1","765"
"4062",3122772,"CXCR5","TBX21","721"
"4063",3122779,"CXCR5","CXCL3","733"
"4064",3122827,"CXCR5","CCL1","730"
"4065",3122886,"CXCR5","PPBP","698"
"4066",3122896,"CXCR5","PF4","699"
"4067",3122902,"CXCR5","CCL16","766"
"4068",3122934,"CXCR5","CCL3L3","659"
"4069",3127311,"PPP1R35","C7orf61","660"
"4070",3127343,"PPP1R35","DCP1A","683"
"4071",3128515,"GPC2","SDC4","735"
"4072",3132926,"NACC1","ZNF281","668"
"4073",3134449,"ATP5MF","TMEM126A","677"
"4074",3134564,"ATP5MF","NDUFC2-KCTD14","655"
"4075",3134829,"ATP5MF","TMEM256","691"
"4076",3134859,"ATP5MF","OXSM","785"
"4077",3135059,"ATP5MF","COX14","706"
"4078",3136741,"PTGER1","GNA11","655"
"4079",3136792,"PTGER1","GNA15","655"
"4080",3137997,"ALKBH4","NTHL1","686"
"4081",3140882,"SCGB3A1","SCGB1A1","741"
"4082",3145403,"FBXO17","RBX1","746"
"4083",3150941,"CABP5","ELSPBP1","680"
"4084",3153710,"HCRT","QRFP","678"
"4085",3153739,"HCRT","CARTPT","763"
"4086",3153823,"HCRT","PDYN","766"
"4087",3153840,"HCRT","GHSR","710"
"4088",3153870,"HCRT","NPS","766"
"4089",3153871,"HCRT","GAL","773"
"4090",3153998,"HCRT","PROK2","659"
"4091",3154185,"HCRT","UCN","678"
"4092",3154249,"HCRT","MC4R","670"
"4093",3158643,"ASB16","G6PC3","710"
"4094",3161740,"SDR9C7","RPE65","750"
"4095",3161833,"SDR9C7","CASP14","664"
"4096",3161936,"SDR9C7","RDH14","717"
"4097",3163849,"AQP5","PIP","757"
"4098",3164019,"AQP5","SCGB1A1","702"
"4099",3164299,"CELA1","SCT","661"
"4100",3164351,"CELA1","OR5AU1","717"
"4101",3167040,"SYCE2","C14orf39","714"
"4102",3167051,"SYCE2","RAD21L1","740"
"4103",3167083,"SYCE2","NANOS3","665"
"4104",3173844,"POLR3K","SNAPC4","652"
"4105",3173964,"POLR3K","POLR1F","753"
"4106",3174089,"POLR3K","GPN3","785"
"4107",3178459,"SSTR5","OXT","657"
"4108",3178661,"SSTR5","NPY","689"
"4109",3178708,"SSTR5","GPR148","657"
"4110",3183772,"GNG3","HTR1E","665"
"4111",3183804,"GNG3","GNG11","777"
"4112",3183819,"GNG3","GNG12","686"
"4113",3183868,"GNG3","GNAT3","695"
"4114",3183962,"GNG3","KCNJ9","768"
"4115",3184019,"GNG3","GNA14","778"
"4116",3184022,"GNG3","GLP1R","657"
"4117",3184032,"GNG3","GNG2","723"
"4118",3184058,"GNG3","RASD1","659"
"4119",3184083,"GNG3","RGS16","656"
"4120",3184178,"GNG3","GABBR2","679"
"4121",3184211,"GNG3","HTR1A","662"
"4122",3184217,"GNG3","HTR5A","743"
"4123",3184253,"GNG3","GIPR","657"
"4124",3184273,"GNG3","KCNJ4","721"
"4125",3184325,"GNG3","KCNJ3","702"
"4126",3184415,"GNG3","ARHGEF12","657"
"4127",3184422,"GNG3","RGS17","664"
"4128",3184498,"GNG3","GNA15","771"
"4129",3184543,"GNG3","PDYN","671"
"4130",3184571,"GNG3","CHRM4","695"
"4131",3185500,"NCKIPSD","TMIGD2","742"
"4132",3185518,"NCKIPSD","ARPC4-TTLL3","742"
"4133",3186115,"TAF6L","TBPL2","783"
"4134",3190320,"FGF19","CYP8B1","709"
"4135",3190340,"FGF19","FGF3","671"
"4136",3190591,"FGF19","INS","718"
"4137",3190620,"FGF19","SLC10A2","737"
"4138",3190801,"FGF19","NR0B2","758"
"4139",3194398,"SLC25A34","FAM131C","717"
"4140",3194457,"SLC25A34","TMEM82","700"
"4141",3194616,"DISP3","SHH","684"
"4142",3194672,"DISP3","PEBP4","718"
"4143",3194787,"DISP3","IHH","680"
"4144",3194872,"DISP3","PTCHD4","728"
"4145",3196121,"LAPTM5","RNASE6","663"
"4146",3196208,"LAPTM5","CD52","695"
"4147",3196315,"LAPTM5","RAB39A","676"
"4148",3196409,"LAPTM5","SRGN","735"
"4149",3196486,"LAPTM5","ARHGDIB","728"
"4150",3196529,"LAPTM5","EVI2B","777"
"4151",3196755,"LAPTM5","LY86","730"
"4152",3203108,"ZNF281","NACC1","668"
"4153",3205038,"LRRC52","EFCAB9","670"
"4154",3210544,"PEX13","DECR2","683"
"4155",3210655,"PEX13","AMACR","667"
"4156",3210711,"PEX13","HAO1","738"
"4157",3210745,"PEX13","ECH1","726"
"4158",3210751,"PEX13","DAO","661"
"4159",3210830,"PEX13","AGXT","669"
"4160",3210898,"PEX13","MLYCD","684"
"4161",3214083,"KCNF1","KCNA10","653"
"4162",3214370,"KCNF1","KCNG4","680"
"4163",3214639,"KCNF1","KCNA1","710"
"4164",3214650,"KCNF1","KCNG3","657"
"4165",3214694,"KCNF1","CACNG2","653"
"4166",3214875,"KCNF1","KCNH8","796"
"4167",3214890,"KCNF1","KCNS1","697"
"4168",3215030,"KCNF1","KCNC1","678"
"4169",3215076,"KCNF1","KCNA5","667"
"4170",3215098,"KCNF1","KCNS2","681"
"4171",3217960,"KCNJ3","GNG3","702"
"4172",3218057,"KCNJ3","KCNJ18","668"
"4173",3218118,"KCNJ3","HTR1A","662"
"4174",3218168,"KCNJ3","GABBR2","762"
"4175",3218267,"KCNJ3","KCNA5","692"
"4176",3218342,"KCNJ3","GNG11","656"
"4177",3218351,"KCNJ3","GNG12","681"
"4178",3218714,"NEUROD1","NR2E3","731"
"4179",3218883,"NEUROD1","NHLH1","662"
"4180",3218908,"NEUROD1","SST","727"
"4181",3218965,"NEUROD1","INSM1","729"
"4182",3219307,"NEUROD1","MAFA","749"
"4183",3219430,"NEUROD1","HES5","722"
"4184",3219667,"NEUROD1","INS","718"
"4185",3219948,"FRZB","WNT9A","698"
"4186",3219949,"FRZB","WNT8B","687"
"4187",3220029,"FRZB","WNT10A","654"
"4188",3220030,"FRZB","GDF5","673"
"4189",3220079,"FRZB","WNT3A","737"
"4190",3220184,"FRZB","WNT7A","701"
"4191",3220606,"FRZB","SOST","681"
"4192",3220633,"FRZB","WNT6","664"
"4193",3221487,"DNAAF10","PFDN2","721"
"4194",3223674,"EN1","SHH","744"
"4195",3229186,"PDHA2","GLUD2","750"
"4196",3229498,"PDHA2","LDHAL6B","695"
"4197",3230659,"CHAC2","SP5","687"
"4198",3230685,"CHAC2","GPX6","657"
"4199",3230734,"CHAC2","GPX1","657"
"4200",3230772,"CHAC2","MGST2","651"
"4201",3230780,"CHAC2","GPX7","657"
"4202",3230818,"CHAC2","GPR75","788"
"4203",3230877,"CHAC2","GPX5","657"
"4204",3233036,"BMP10","GDF2","667"
"4205",3235774,"GABRG1","GABBR2","795"
"4206",3235874,"GABRG1","GABRD","770"
"4207",3236038,"GABRG1","GABARAPL2","663"
"4208",3236950,"ALPG","LDHAL6B","693"
"4209",3237197,"ALPG","ALPI","651"
"4210",3238637,"ALPI","ALPG","651"
"4211",3238849,"ALPI","LDHAL6B","689"
"4212",3238923,"ALPI","INHA","736"
"4213",3239050,"ALPI","ALPP","696"
"4214",3240248,"CLDN1","CLDN16","685"
"4215",3240502,"CLDN1","SRFBP1","686"
"4216",3240546,"CLDN1","CLDN23","676"
"4217",3240650,"CLDN1","TACSTD2","791"
"4218",3240747,"CLDN1","CLDN9","659"
"4219",3242764,"CCKAR","GNA14","662"
"4220",3244460,"PROK2","KISS1","792"
"4221",3244465,"PROK2","GNRHR","723"
"4222",3244514,"PROK2","HS6ST1","658"
"4223",3244563,"PROK2","NPFF","666"
"4224",3244579,"PROK2","NMS","720"
"4225",3244751,"PROK2","TACR3","709"
"4226",3244834,"PROK2","QRFP","657"
"4227",3244882,"PROK2","HCRT","659"
"4228",3244924,"TEX55","GOLGA6L6","740"
"4229",3245240,"LRRC58","ZNF860","660"
"4230",3248656,"CXCR1","XCL1","781"
"4231",3248684,"CXCR1","CCL22","791"
"4232",3248775,"CXCR1","CCL27","725"
"4233",3248786,"CXCR1","CCL8","759"
"4234",3248834,"CXCR1","CCL16","745"
"4235",3248852,"CXCR1","CCL3L3","704"
"4236",3248873,"CXCR1","PF4V1","735"
"4237",3248917,"CXCR1","CCL1","777"
"4238",3249096,"CXCR1","XCL2","705"
"4239",3249100,"CXCR1","CCL15","741"
"4240",3249109,"CXCR1","MMP9","666"
"4241",3249127,"CXCR1","CCL18","749"
"4242",3249183,"CXCR1","CCL24","759"
"4243",3249214,"CXCR1","CCL4L2","766"
"4244",3249221,"CXCR1","CCL13","724"
"4245",3249287,"CXCR1","CCL26","720"
"4246",3249330,"CXCR1","GRK1","662"
"4247",3255825,"IHH","SOX9","776"
"4248",3256298,"IHH","PTH","717"
"4249",3256410,"IHH","GDF5","653"
"4250",3256489,"IHH","DISP3","680"
"4251",3256571,"IHH","WNT9A","657"
"4252",3258224,"RETNLB","IL10","654"
"4253",3258331,"RETNLB","MRC1","761"
"4254",3258342,"RETNLB","IL13","687"
"4255",3264549,"EIF5A2","RPS11","711"
"4256",3264586,"EIF5A2","RPL3L","724"
"4257",3264652,"EIF5A2","RPL10L","779"
"4258",3264676,"EIF5A2","SLC7A14","672"
"4259",3264742,"EIF5A2","UBA52","743"
"4260",3264905,"EIF5A2","RPLP2","793"
"4261",3264928,"EIF5A2","MRPL33","652"
"4262",3265008,"EIF5A2","MRPS9","681"
"4263",3265083,"EIF5A2","RPL36A-HNRNPH2","660"
"4264",3265176,"EIF5A2","RPL36AL","660"
"4265",3265246,"EIF5A2","IMP3","672"
"4266",3265257,"EIF5A2","RPS12","698"
"4267",3265352,"EIF5A2","RPS16","676"
"4268",3265390,"EIF5A2","RPS19","710"
"4269",3269219,"CDS1","PLPP3","715"
"4270",3269289,"CDS1","DGKK","722"
"4271",3278782,"PTX3","HAS2","660"
"4272",3283127,"PCOLCE2","CHST2","676"
"4273",3283954,"CXCL3","CXCR4","773"
"4274",3283969,"CXCL3","CCR8","713"
"4275",3283975,"CXCL3","CCL5","705"
"4276",3284048,"CXCL3","TNF","692"
"4277",3284172,"CXCL3","CCL2","736"
"4278",3284203,"CXCL3","CCL3","711"
"4279",3284204,"CXCL3","CCR10","690"
"4280",3284211,"CXCL3","IL1A","752"
"4281",3284213,"CXCL3","CCL4","685"
"4282",3284221,"CXCL3","IL10","750"
"4283",3284222,"CXCL3","CXCR6","708"
"4284",3284224,"CXCL3","CCR1","794"
"4285",3284244,"CXCL3","CXCR5","733"
"4286",3284248,"CXCL3","CCR7","743"
"4287",3284289,"CXCL3","CXCR3","779"
"4288",3284293,"CXCL3","XCR1","705"
"4289",3284394,"CXCL3","CXCL5","703"
"4290",3284433,"CXCL5","CCL8","696"
"4291",3284481,"CXCL5","CCL24","663"
"4292",3284560,"CXCL5","CXCL1","697"
"4293",3284565,"CXCL5","CCL11","740"
"4294",3284619,"CXCL5","CCL3","758"
"4295",3284626,"CXCL5","CCR10","688"
"4296",3284650,"CXCL5","CXCR6","754"
"4297",3284655,"CXCL5","CCL4","729"
"4298",3284657,"CXCL5","IL1A","674"
"4299",3284752,"CXCL5","XCR1","695"
"4300",3284802,"CXCL5","CXCR5","756"
"4301",3284804,"CXCL5","CCR7","758"
"4302",3284819,"CXCL5","CXCL3","703"
"4303",3284889,"CXCL5","TNF","710"
"4304",3285003,"CXCL5","CCR8","749"
"4305",3285094,"CXCL5","CSF2","683"
"4306",3285126,"CXCL5","CXCL10","781"
"4307",3285129,"CXCL5","CCL5","787"
"4308",3285152,"CXCL5","CXCL13","742"
"4309",3285360,"PPBP","XCR1","652"
"4310",3285387,"PPBP","CCR1","788"
"4311",3285395,"PPBP","CCR7","741"
"4312",3285402,"PPBP","CXCR5","698"
"4313",3285420,"PPBP","CCR10","671"
"4314",3285447,"PPBP","IL10","664"
"4315",3285452,"PPBP","CXCR6","718"
"4316",3285708,"PPBP","CCL5","764"
"4317",3285737,"PPBP","CXCR4","780"
"4318",3285761,"PPBP","CCR8","680"
