"","V1","V2","V3","V4"
"15149",1271123,"PRKAB2","MLYCD","807"
"15150",1271209,"PRKAB2","LEP","913"
"15151",1271276,"PRKAB2","DYNLL2","903"
"15152",1271308,"PRKAB2","RRAGC","903"
"15153",1271373,"PRKAB2","PLIN3","906"
"15154",1273577,"CHSY1","CHSY3","894"
"15155",1273862,"CHSY1","CSGALNACT2","929"
"15156",1273890,"CHSY1","CSPG4","930"
"15157",1275675,"NR0B2","TNF","936"
"15158",1276077,"NR0B2","CYP8B1","829"
"15159",1276114,"NR0B2","JUND","805"
"15160",1276252,"NR0B2","COX2","900"
"15161",1276525,"NR0B2","CYP7A1","884"
"15162",1276835,"THAP1","THAP11","856"
"15163",1280981,"DNAJB1","AHSA1","869"
"15164",1281840,"DNAJB1","HSPA2","941"
"15165",1281850,"DNAJB1","RPS19BP1","901"
"15166",1282011,"DNAJB1","HSBP1","905"
"15167",1282112,"DNAJB1","HSPA1B","950"
"15168",1282175,"DNAJB1","DNAJB4","828"
"15169",1282217,"DNAJB1","PPID","902"
"15170",1283117,"RFX1","RFXAP","832"
"15171",1292077,"OC90","OTOL1","853"
"15172",1292157,"OC90","OTOP1","889"
"15173",1303058,"UTP3","NHP2","894"
"15174",1303240,"UTP3","RPS18","808"
"15175",1303271,"UTP3","MRTO4","864"
"15176",1303355,"UTP3","PAK1IP1","877"
"15177",1303369,"UTP3","PINX1","821"
"15178",1303436,"UTP3","FBLL1","930"
"15179",1303484,"UTP3","SURF6","885"
"15180",1303613,"UTP3","XRN2","919"
"15181",1303625,"UTP3","RRP15","850"
"15182",1303637,"UTP3","POLR1F","859"
"15183",1303801,"UTP3","FKBP15","851"
"15184",1303839,"UTP3","DDX28","894"
"15185",1309320,"GUCY2D","PDE6H","826"
"15186",1309410,"GUCY2D","RD3","916"
"15187",1309598,"GUCY2D","RPE65","804"
"15188",1310014,"GUCY2D","GUCY2F","809"
"15189",1323030,"NXT1","ALYREF","946"
"15190",1323837,"SSTR4","CORT","824"
"15191",1336752,"NMUR2","NMUR1","814"
"15192",1339958,"MYH4","MYL10","815"
"15193",1340304,"MYH4","MYL4","805"
"15194",1340701,"MYH4","MYL5","944"
"15195",1347053,"RFXAP","RFX1","832"
"15196",1352208,"MED10","CEBPA","900"
"15197",1352215,"MED10","POLR2H","824"
"15198",1352226,"MED10","FABP4","902"
"15199",1352361,"MED10","LEP","900"
"15200",1358282,"BTG1","CHAF1B","900"
"15201",1364827,"FABP4","MED30","914"
"15202",1364839,"FABP4","MED21","900"
"15203",1364903,"FABP4","MED9","900"
"15204",1365190,"FABP4","MED10","902"
"15205",1365275,"FABP4","CEBPA","831"
"15206",1365562,"FABP4","MED13L","902"
"15207",1365810,"FABP4","MED7","900"
"15208",1366373,"LYVE1","VEGFD","825"
"15209",1366380,"LYVE1","VEGFC","908"
"15210",1366510,"LYVE1","PECAM1","871"
"15211",1366851,"LYVE1","SOX18","810"
"15212",1370172,"TEX15","H2BC3","902"
"15213",1370215,"TEX15","H2BC12","902"
"15214",1370243,"TEX15","H2BC13","902"
"15215",1370247,"TEX15","H3-4","900"
"15216",1370280,"TEX15","H2BS1","902"
"15217",1370318,"TEX15","H2AX","901"
"15218",1370324,"TEX15","H2BC17","902"
"15219",1370414,"TEX15","H2BC5","902"
"15220",1370436,"TEX15","H2BC14","902"
"15221",1370443,"TEX15","H2BC9","911"
"15222",1370522,"TEX15","H2BC11","902"
"15223",1370565,"TEX15","UBL4B","910"
"15224",1370574,"TEX15","H2BC15","902"
"15225",1370609,"TEX15","H2BC1","902"
"15226",1373104,"ERG28","CH25H","857"
"15227",1374244,"CATSPERB","CATSPER4","912"
"15228",1374346,"CATSPERB","HSPA2","891"
"15229",1374517,"CATSPERB","CATSPER3","887"
"15230",1374886,"SYNJ2BP","SYNJ2BP-COX16","803"
"15231",1377514,"ADAM20","ADAM21","806"
"15232",1377562,"ADAM20","ADAM30","819"
"15233",1379213,"PEBP4","MRPL17","807"
"15234",1385796,"IRAK2","LY96","942"
"15235",1385832,"IRAK2","TICAM2","840"
"15236",1385922,"IRAK2","NGFR","812"
"15237",1386103,"IRAK2","TLR7","824"
"15238",1386122,"IRAK2","IL1A","940"
"15239",1386337,"IRAK2","IKBKG","949"
"15240",1386360,"IRAK2","UBA52","900"
"15241",1387461,"VHL","EGLN2","873"
"15242",1387664,"VHL","COPS4","800"
"15243",1387983,"VHL","TXNIP","888"
"15244",1388118,"BHLHE40","NR1D1","817"
"15245",1388264,"BHLHE40","FANCF","900"
"15246",1388423,"BHLHE40","BHLHE41","935"
"15247",1388579,"BHLHE40","HES1","904"
"15248",1388804,"BHLHE40","FANCE","900"
"15249",1388859,"BHLHE40","NFIL3","841"
"15250",1393682,"TSHB","GPHA2","806"
"15251",1393768,"TSHB","TRH","839"
"15252",1411670,"SLCO1B1","SLC10A1","891"
"15253",1411673,"SLCO1B1","UGT1A8","813"
"15254",1411900,"SLCO1B1","UGT1A1","813"
"15255",1415121,"RAB33A","RAB33B","905"
"15256",1415345,"MTNR1B","MTNR1A","891"
"15257",1417857,"DSG3","EVPL","829"
"15258",1417959,"DSG1","CDSN","917"
"15259",1418013,"DSG1","EVPL","827"
"15260",1419447,"TIMM10","DNAJC19","896"
"15261",1419545,"TIMM10","COX19","823"
"15262",1419604,"TIMM10","COX17","861"
"15263",1419690,"TIMM10","ATP5MGL","811"
"15264",1419956,"TIMM10","TOMM70","887"
"15265",1419983,"TIMM10","TOMM22","910"
"15266",1420010,"TIMM10","MRPL54","830"
"15267",1420053,"TIMM10","NHP2","837"
"15268",1420064,"TIMM10","PAM16","909"
"15269",1420199,"TIMM10","ATP23","845"
"15270",1420207,"TIMM10","TIMM44","879"
"15271",1420315,"TIMM10","TIMM29","919"
"15272",1420762,"TCN1","CBL","924"
"15273",1424730,"KLB","NRAS","900"
"15274",1434443,"HRK","BCL2A1","884"
"15275",1434450,"HRK","BIK","822"
"15276",1434586,"HRK","BCL2L2-PABPN1","803"
"15277",1435328,"DTX1","DTX4","905"
"15278",1435382,"DTX1","NOTCH3","899"
"15279",1435617,"DTX1","PSENEN","922"
"15280",1435726,"DTX1","DNER","869"
"15281",1437194,"UPK3B","UPK1B","941"
"15282",1440412,"MRAP2","MC3R","889"
"15283",1440471,"MRAP2","MC4R","932"
"15284",1440574,"MRAP2","MC5R","909"
"15285",1442945,"NAT10","DDX28","831"
"15286",1443087,"NAT10","RIOK1","842"
"15287",1443096,"NAT10","URB1","906"
"15288",1443108,"NAT10","DDX47","868"
"15289",1443161,"NAT10","RPS16","810"
"15290",1443166,"NAT10","BOP1","892"
"15291",1443194,"NAT10","RPS28","848"
"15292",1443278,"NAT10","POLR1F","828"
"15293",1443349,"NAT10","IMP3","919"
"15294",1443350,"NAT10","RPS5","882"
"15295",1443354,"NAT10","TEX13A","814"
"15296",1443384,"NAT10","TSR2","835"
"15297",1443634,"NAT10","TRUB1","825"
"15298",1443636,"NAT10","PAK1IP1","860"
"15299",1443767,"NAT10","FBLL1","902"
"15300",1443772,"NAT10","RRS1","891"
"15301",1443789,"NAT10","RBM28","930"
"15302",1443841,"NAT10","MRTO4","863"
"15303",1444004,"NAT10","RPS13","876"
"15304",1444142,"NAT10","NHP2","947"
"15305",1444174,"NAT10","RPS11","825"
"15306",1444242,"NAT10","NOM1","941"
"15307",1454637,"KCNH3","KCNF1","855"
"15308",1454923,"KCNH3","KCNAB3","872"
"15309",1454960,"KCNH3","KCNC1","813"
"15310",1455724,"NMBR","GRPR","812"
"15311",1455873,"NMBR","BRS3","816"
"15312",1456272,"SMPD2","SGPP1","863"
"15313",1456337,"SMPD2","NGFR","922"
"15314",1456339,"SMPD2","ACER1","920"
"15315",1456399,"SMPD2","ACER2","926"
"15316",1456520,"SMPD2","NGF","929"
"15317",1460111,"MRPL53","MRPS14","817"
"15318",1460131,"MRPL53","MRPS21","890"
"15319",1460132,"MRPL53","MRPS10","846"
"15320",1460144,"MRPL53","CHCHD1","892"
"15321",1460148,"MRPL53","MALSU1","840"
"15322",1460186,"MRPL53","MRPS25","873"
"15323",1460270,"MRPL53","LOC107987373","897"
"15324",1460411,"MRPL53","MRPS31","933"
"15325",1460430,"MRPL53","MRPS9","800"
"15326",1460441,"MRPL53","MRPS17","839"
"15327",1460464,"MRPL53","MRPS6","828"
"15328",1460470,"MRPL53","MRPS26","841"
"15329",1461388,"KCNMB4","KCNU1","927"
"15330",1461488,"KCNMB4","KCNMB1","927"
"15331",1461514,"KCNMB4","LRRC52","845"
"15332",1461542,"KCNMB4","PRKG2","908"
"15333",1470777,"LAMC1","ITGB3","940"
"15334",1471060,"LAMC1","CHRM1","900"
"15335",1472007,"MRPL44","MRPS26","856"
"15336",1472079,"MRPL44","MRPS21","851"
"15337",1472311,"MRPL44","MRPS17","906"
"15338",1472400,"MRPL44","MALSU1","919"
"15339",1472592,"MRPL44","MRPS31","855"
"15340",1472680,"MRPL44","CHCHD1","853"
"15341",1472736,"MRPL44","RPS18","808"
"15342",1474755,"HTR2B","HTR3B","838"
"15343",1474808,"HTR2B","GNA11","875"
"15344",1475510,"WNT10A","FZD7","833"
"15345",1475524,"WNT10A","FZD8","829"
"15346",1475550,"WNT10A","SFRP5","872"
"15347",1475578,"WNT10A","WNT6","916"
"15348",1475650,"WNT10A","FZD1","858"
"15349",1475664,"WNT10A","FZD10","809"
"15350",1475744,"WNT10A","WNT7A","908"
"15351",1475753,"WNT10A","FZD4","846"
"15352",1475819,"WNT10A","FZD2","846"
"15353",1475877,"WNT10A","WNT3A","909"
"15354",1475927,"WNT10A","FZD9","829"
"15355",1475993,"WNT10A","FZD5","870"
"15356",1476005,"WNT10A","SFRP2","868"
"15357",1476117,"WNT10A","LRP6","864"
"15358",1476132,"WNT10A","WNT8B","911"
"15359",1476134,"WNT10A","WNT9A","912"
"15360",1476425,"CYP27A1","CYP46A1","947"
"15361",1476481,"CYP27A1","CYP8B1","938"
"15362",1476744,"CYP27A1","CYP7B1","940"
"15363",1476868,"CYP27A1","FDX1","840"
"15364",1478804,"COX5B","NDUFA7","921"
"15365",1478890,"COX5B","ATP5MF","928"
"15366",1478966,"COX5B","UQCRHL","928"
"15367",1479033,"COX5B","COX4I2","921"
"15368",1479057,"COX5B","NDUFA2","949"
"15369",1479097,"COX5B","CYTB","880"
"15370",1479115,"COX5B","ATP5MG","948"
"15371",1479254,"COX5B","COX14","909"
"15372",1479289,"COX5B","ATP5MGL","911"
"15373",1479317,"COX5B","NDUFB4","842"
"15374",1479376,"COX5B","COA5","835"
"15375",1479438,"COX5B","NDUFC2-KCTD14","866"
"15376",1480593,"TMEM127","SDHAF2","862"
"15377",1481236,"MRPS9","RPS13","894"
"15378",1481290,"MRPS9","MRPL45","885"
"15379",1481307,"MRPS9","MRPL51","834"
"15380",1481347,"MRPS9","MRPL50","864"
"15381",1481455,"MRPS9","RPL3L","845"
"15382",1481626,"MRPS9","RPL26L1","832"
"15383",1481670,"MRPS9","MRPL57","803"
"15384",1481741,"MRPS9","MRTO4","879"
"15385",1481858,"MRPS9","IMP3","906"
"15386",1481861,"MRPS9","RPS5","936"
"15387",1481924,"MRPS9","GADD45GIP1","800"
"15388",1482290,"MRPS9","MRPL14","814"
"15389",1482300,"MRPS9","MRPL53","800"
"15390",1482329,"MRPS9","RPS16","823"
"15391",1488360,"NUDT15","TPMT","870"
"15392",1502771,"TACO1","COX14","807"
"15393",1502995,"TACO1","CYCS","908"
"15394",1503453,"TACO1","COA3","874"
"15395",1504835,"BRIP1","UBA52","900"
"15396",1505026,"BRIP1","POLD3","913"
"15397",1505047,"BRIP1","XRCC2","823"
"15398",1505297,"BRIP1","POLD4","904"
"15399",1509006,"GALNT5","MUC12","900"
"15400",1509021,"GALNT5","MUC5AC","913"
"15401",1509217,"GALNT5","MUC21","900"
"15402",1509229,"GALNT5","MUC13","900"
"15403",1514630,"HS6ST1","GPC2","950"
"15404",1514632,"HS6ST1","SDC4","930"
"15405",1521515,"ORM1","HP","821"
"15406",1524088,"GABBR2","KCNJ9","824"
"15407",1528999,"CCN3","BMP2","846"
"15408",1530638,"CCL21","CXCR1","810"
"15409",1530740,"CCL21","CXCL9","811"
"15410",1530742,"CCL21","CCR2","878"
"15411",1530792,"CCL21","CXCR5","886"
"15412",1530799,"CCL21","CCR1","840"
"15413",1531003,"CCL21","CCR8","803"
"15414",1531039,"CCL21","CXCR4","925"
"15415",1531050,"CCL21","CXCR2","813"
"15416",1531140,"CCL21","CXCL13","897"
"15417",1531702,"CCL27","CCR2","872"
"15418",1548420,"FGFBP2","FGF3","908"
"15419",1548690,"TLR2","HSPA2","833"
"15420",1548844,"TLR2","HSPA1B","832"
"15421",1548987,"TLR2","LYN","825"
"15422",1548997,"TLR2","IKBKG","950"
"15423",1549723,"TLR2","TNF","921"
"15424",1549772,"TLR2","TLR9","884"
"15425",1549851,"TLR2","TICAM2","918"
"15426",1549895,"TLR2","CYBB","946"
"15427",1549907,"TLR2","RNASE2","931"
"15428",1550081,"TLR2","IL10","893"
"15429",1550103,"TLR2","CLEC4E","805"
"15430",1550595,"TLR2","HSPA6","848"
"15431",1550972,"MRPL15","MRPS17","866"
"15432",1551202,"MRPL15","RPS19","881"
"15433",1551246,"MRPL15","RPS28","883"
"15434",1551424,"MRPL15","IMP3","830"
"15435",1551426,"MRPL15","RPS5","918"
"15436",1551454,"MRPL15","MRPS25","812"
"15437",1551528,"MRPL15","MALSU1","885"
"15438",1551767,"MRPL15","MRPS26","858"
"15439",1551874,"MRPL15","MRPS31","837"
"15440",1551894,"MRPL15","RPLP2","825"
"15441",1551971,"MRPL15","MRTO4","828"
"15442",1552118,"MRPL15","UBA52","859"
"15443",1552351,"MRPL15","RPS11","914"
"15444",1552432,"MRPL15","CHCHD1","851"
"15445",1552446,"MRPL15","MRPS21","844"
"15446",1558775,"HTR3B","HTR2B","838"
"15447",1558797,"HTR3B","HTR3C","841"
"15448",1560780,"MMP7","MMP1","926"
"15449",1561069,"MMP7","CNOT11","848"
"15450",1561721,"MMP7","ELANE","943"
"15451",1562135,"MMP20","FAM83H","801"
"15452",1564753,"FDX1","CYP27A1","840"
"15453",1564826,"FDX1","FDX2","804"
"15454",1577618,"BCL2L10","BCL2L2-PABPN1","807"
"15455",1579321,"GCHFR","SPR","803"
"15456",1579330,"GCHFR","PTS","874"
"15457",1579471,"MNS1","CFHR1","875"
"15458",1579521,"MNS1","TUBGCP5","893"
"15459",1579812,"MNS1","RIBC2","811"
"15460",1587827,"SIX3","VSX2","840"
"15461",1587840,"SIX3","SHH","825"
"15462",1589776,"LOXL4","TLL1","931"
"15463",1589810,"LOXL4","TLL2","910"
"15464",1590342,"KIF11","CKS2","896"
"15465",1590435,"KIF11","MELK","940"
"15466",1590462,"KIF11","DSCC1","821"
"15467",1590889,"KIF11","GINS2","860"
"15468",1591008,"KIF11","CDT1","815"
"15469",1591012,"KIF11","SPC25","849"
"15470",1591102,"KIF11","POLA2","846"
"15471",1591394,"KIF11","KIF4B","923"
"15472",1591661,"KIF11","OIP5","857"
"15473",1591745,"KIF11","SMC5","838"
"15474",1591968,"KIF11","MCM6","835"
"15475",1592387,"ARL3","TBCC","826"
"15476",1593306,"ARL3","ARL2BP","827"
"15477",1598764,"MSTN","WFIKKN1","844"
"15478",1598942,"MSTN","WFIKKN2","865"
"15479",1599072,"MSTN","MYOD1","866"
"15480",1599102,"MSTN","TRIM63","837"
"15481",1599266,"MSTN","FBXO32","862"
"15482",1599368,"MSTN","MYOG","860"
"15483",1610003,"COX17","COA5","886"
"15484",1610091,"COX17","CHCHD10","933"
"15485",1610135,"COX17","COX2","915"
"15486",1610321,"COX17","TIMM10","861"
"15487",1610362,"COX17","NDUFA1","812"
"15488",1610396,"COX17","CMC2","927"
"15489",1610493,"WBP11","WBP4","895"
"15490",1610703,"WBP11","PRPF19","823"
"15491",1610740,"WBP11","BCAS2","811"
"15492",1611035,"WBP11","CDC5L","866"
"15493",1615284,"GYS2","STBD1","864"
"15494",1615568,"GYS2","PRKACG","827"
"15495",1615815,"GYS2","UBA52","902"
"15496",1615881,"GYS2","NHLRC1","929"
"15497",1620194,"CDK17","TDRD7","942"
"15498",1623860,"TRMT5","LCMT2","903"
"15499",1623898,"TRMT5","TRMT12","914"
"15500",1624092,"TRMT5","YRDC","831"
"15501",1624528,"CCND2","CDKN2D","949"
"15502",1625329,"CCND2","CCND1","905"
"15503",1625594,"CCND2","LYN","913"
"15504",1625657,"CCND2","PTK6","900"
"15505",1632063,"PEBP1","MRPL17","809"
"15506",1632082,"PEBP1","IKBKG","904"
"15507",1632100,"PEBP1","ITGB3","910"
"15508",1632499,"PEBP1","FKBP1C","815"
"15509",1635550,"LRP6","DRAXIN","829"
"15510",1635560,"LRP6","PTH","914"
"15511",1635639,"LRP6","WNT10A","864"
"15512",1635672,"LRP6","UBA52","900"
"15513",1635709,"LRP6","DKK4","915"
"15514",1635993,"LRP6","FZD10","894"
"15515",1636033,"LRP6","WNT6","875"
"15516",1639230,"HS3ST2","GPC4","924"
"15517",1639331,"HS3ST2","SDC4","911"
"15518",1639334,"HS3ST2","GPC2","917"
"15519",1639345,"HS3ST2","GPC1","927"
"15520",1679974,"UTP20","DDX47","881"
"15521",1679978,"UTP20","URB1","888"
"15522",1679988,"UTP20","RRP36","931"
"15523",1680173,"UTP20","XRN2","919"
"15524",1680182,"UTP20","PNO1","855"
"15525",1680283,"UTP20","FBLL1","932"
"15526",1680371,"UTP20","NOM1","811"
"15527",1680402,"UTP20","LOC102724159","948"
"15528",1680463,"UTP20","NOL12","900"
"15529",1682109,"TNFRSF13B","SDC4","903"
"15530",1685947,"CDK2AP1","MTA2","827"
"15531",1696888,"ERP29","GJA1","902"
"15532",1704127,"TANGO6","TMCO2","835"
"15533",1704683,"ARG2","ACY1","921"
"15534",1705675,"IL17B","IL25","892"
"15535",1710899,"CYP46A1","CYP27A1","947"
"15536",1727959,"HCN4","CAV3","821"
"15537",1728175,"HCN4","HCN1","819"
"15538",1735239,"VSX2","SIX3","840"
"15539",1735296,"VSX2","ATOH7","829"
"15540",1735308,"VSX2","RCVRN","825"
"15541",1735321,"VSX2","SIX6","802"
"15542",1735514,"VSX2","POU4F2","813"
"15543",1739871,"ATP5F1B","ATP5MGL","946"
"15544",1740375,"ATP5F1B","ATP5MF-PTCD1","836"
"15545",1740497,"ATP5F1B","SLC25A5","945"
"15546",1740501,"ATP5F1B","TIMM44","825"
"15547",1740666,"ATP5F1B","ATP6V0D2","907"
"15548",1740922,"ATP5F1B","TIMM22","924"
"15549",1740931,"ATP5F1B","TOMM6","903"
"15550",1741318,"ATP5F1B","TOMM70","946"
"15551",1741626,"ATP5F1B","ATP6V1F","918"
"15552",1746619,"ATF1","VGF","900"
"15553",1747162,"TSPAN13","ANKMY2","841"
"15554",1755369,"CACNG4","CACNG1","947"
"15555",1755384,"CACNG4","CACNG3","908"
"15556",1755464,"CACNG4","CACNB3","936"
"15557",1755506,"CACNG4","CACNG7","927"
"15558",1755534,"CACNG4","AKAP5","910"
"15559",1755576,"CACNG4","CACNG8","905"
"15560",1755670,"CACNG4","CNIH3","813"
"15561",1760332,"SMAD7","MYOD1","921"
"15562",1760781,"SMAD7","PIAS4","920"
"15563",1769390,"PSMB1","SHH","900"
"15564",1769662,"PSMB1","SEM1","860"
"15565",1769729,"PSMB1","NOTCH4","901"
"15566",1770218,"PSMB1","SERPINB2","842"
"15567",1770894,"PSMB1","CCND1","900"
"15568",1772904,"TRAM1","LMAN1","846"
"15569",1773193,"TRAM1","TRAM1L1","803"
"15570",1792554,"RPE65","GUCY2D","804"
"15571",1792636,"RPE65","AWAT2","909"
"15572",1792688,"RPE65","RHO","874"
"15573",1808641,"MLYCD","ACAT2","905"
"15574",1808646,"MLYCD","NUDT19","900"
"15575",1808651,"MLYCD","AMACR","948"
"15576",1808674,"MLYCD","FASN","911"
"15577",1808678,"MLYCD","PRKAB2","807"
"15578",1808753,"MLYCD","DECR2","933"
"15579",1808812,"MLYCD","CAT","917"
"15580",1808834,"MLYCD","AGXT","942"
"15581",1808877,"MLYCD","ACOT12","823"
"15582",1808880,"MLYCD","ACACA","909"
"15583",1808924,"MLYCD","ACOT4","928"
"15584",1808935,"MLYCD","HAO1","944"
"15585",1808973,"MLYCD","DAO","909"
"15586",1814495,"ERP44","LMAN1","921"
"15587",1818670,"ISM1","HSPA5","833"
"15588",1833125,"ZC3H3","BCL2L2-PABPN1","818"
"15589",1837741,"ATP4A","HRH2","870"
"15590",1838063,"ATP4A","GAST","864"
"15591",1844246,"BPNT2","PAPSS1","945"
"15592",1873058,"GRIK5","GPR6","847"
"15593",1882609,"GNA15","ARF6","921"
"15594",1882654,"GNA15","F2RL3","902"
"15595",1882681,"GNA15","GNA11","902"
"15596",1882898,"GNA15","S1PR3","946"
"15597",1882922,"GNA15","LPAR3","915"
"15598",1882933,"GNA15","CXCR1","935"
"15599",1882957,"GNA15","GNA14","903"
"15600",1883055,"GNA15","GNAZ","915"
"15601",1883299,"GNA15","F2R","930"
"15602",1883458,"GNA15","RGS2","820"
"15603",1883480,"GNA15","FPR1","924"
"15604",1883679,"GNA15","EDN1","920"
"15605",1883770,"GNA15","GNG2","948"
"15606",1883782,"GNA15","RXFP4","822"
"15607",1883924,"GNA15","BDKRB2","800"
"15608",1886363,"PIAS4","SMAD7","920"
"15609",1886793,"PIAS4","RNF168","920"
"15610",1886868,"PIAS4","UBA52","904"
"15611",1888954,"GAB1","PIK3CA","924"
"15612",1888984,"GAB1","EPO","909"
"15613",1888989,"GAB1","WASL","929"
"15614",1889036,"GAB1","LPAR3","900"
"15615",1889136,"GAB1","ROCK1","934"
"15616",1889232,"GAB1","NGF","914"
"15617",1889316,"GAB1","PIK3CB","921"
"15618",1889359,"GAB1","PAG1","914"
"15619",1889409,"GAB1","NCK1","934"
"15620",1889412,"GAB1","NTF4","910"
"15621",1889530,"UCP1","ELOVL3","804"
"15622",1889589,"UCP1","ADRB3","877"
"15623",1889720,"UCP1","PPARGC1A","873"
"15624",1890089,"UCP1","LEP","832"
"15625",1914491,"KIF18A","KIFC1","825"
"15626",1915051,"KIF18A","KIF2B","839"
"15627",1915228,"BBOX1","ALDH1B1","922"
"15628",1916095,"MSH4","H2BC14","900"
"15629",1916176,"MSH4","H2BC13","903"
"15630",1916238,"MSH4","H2AX","923"
"15631",1916297,"MSH4","MND1","882"
"15632",1916323,"MSH4","H2BC1","900"
"15633",1916408,"MSH4","H2BC3","901"
"15634",1916451,"MSH4","H2BS1","900"
"15635",1916496,"MSH4","H2BC9","901"
"15636",1916503,"MSH4","RNF212B","832"
"15637",1916597,"MSH4","H2BC12","900"
"15638",1916637,"MSH4","H2BC17","901"
"15639",1916708,"MSH4","H2BC15","901"
"15640",1916737,"MSH4","H2BC11","900"
"15641",1916766,"MSH4","H3-4","914"
"15642",1922708,"UBE2R2","UBE2J1","921"
"15643",1923184,"UBE2R2","CDC34","903"
"15644",1923215,"UBE2R2","UBE2M","928"
"15645",1923568,"UBE2R2","UBD","819"
"15646",1923722,"UBE2R2","UBE2B","919"
"15647",1937849,"GRIN2D","P2RX1","818"
"15648",1937915,"GRIN2D","CACNG2","823"
"15649",1938082,"GRIN2D","NRAS","912"
"15650",1938084,"GRIN2D","PDYN","833"
"15651",1938106,"GRIN2D","GRIN2B","911"
"15652",1938122,"GRIN2D","P2RX3","820"
"15653",1938142,"GRIN2D","GRIN3A","935"
"15654",1938265,"GRIN2D","GRIN3B","805"
"15655",1938389,"GRIN2D","CACNG7","811"
"15656",1942090,"P2RX3","P2RX1","816"
"15657",1942343,"P2RX3","ZNF77","827"
"15658",1942406,"P2RX3","GRIN2D","820"
"15659",1942436,"P2RX3","P2RY4","803"
"15660",1943550,"TYR","MC1R","867"
"15661",1944230,"TYR","AFP","801"
"15662",1944562,"TYR","GOT1L1","903"
"15663",1944790,"IL37","PTPN4","900"
"15664",1945838,"IL1A","IRAK2","940"
"15665",1945989,"IL1A","CCL3L3","933"
"15666",1946003,"IL1A","MAP3K1","917"
"15667",1946238,"IL1A","IL2","845"
"15668",1946549,"IL1A","OSM","927"
"15669",1946610,"IL1A","CCL4L2","811"
"15670",1946785,"IL1A","IL3","853"
"15671",1946871,"IL1A","LTA","809"
"15672",1950789,"NAPA","BLOC1S3","806"
"15673",1950819,"NAPA","RAB9A","810"
"15674",1950975,"NAPA","BLOC1S4","800"
"15675",1951177,"NAPA","TXNDC5","805"
"15676",1954717,"ITPKC","ITPKB","824"
"15677",1958780,"IL27RA","IL10","803"
"15678",1958788,"IL27RA","IL17D","822"
"15679",1958834,"IL27RA","CNTF","872"
"15680",1959590,"ASF1B","H3C15","923"
"15681",1959605,"ASF1B","H4C12","915"
"15682",1959715,"ASF1B","MCM6","920"
"15683",1959803,"ASF1B","H4C2","915"
"15684",1959877,"ASF1B","H3-2","891"
"15685",1959926,"ASF1B","H3C13","923"
"15686",1959936,"ASF1B","H4C5","915"
"15687",1959992,"ASF1B","H4C11","916"
"15688",1960037,"ASF1B","H3C14","923"
"15689",1960151,"ASF1B","H4C9","918"
"15690",1960211,"ASF1B","H4C13","915"
"15691",1960283,"ASF1B","GINS2","841"
"15692",1960285,"ASF1B","H3C1","913"
"15693",1960292,"ASF1B","H4C1","915"
"15694",1960299,"ASF1B","H3C3","830"
"15695",1960330,"ASF1B","H3-4","818"
"15696",1960355,"ASF1B","H4C14","915"
"15697",1960393,"ASF1B","CDT1","836"
"15698",1960472,"ASF1B","H4C4","915"
"15699",1960530,"ASF1B","H4C15","915"
"15700",1960579,"ASF1B","H4C8","915"
"15701",1960689,"ASF1B","CCNB2","947"
"15702",1960696,"ASF1B","H3C4","915"
"15703",1960734,"ASF1B","ASF1A","885"
"15704",1961917,"NOTCH3","DTX1","899"
"15705",1962264,"NOTCH3","PSENEN","931"
"15706",1962476,"NOTCH3","NUMBL","922"
"15707",1962916,"NOTCH3","UBA52","900"
"15708",1985543,"PNO1","DDX28","837"
"15709",1985577,"PNO1","RRP36","820"
"15710",1985609,"PNO1","DHX37","925"
"15711",1985672,"PNO1","DDX47","853"
"15712",1985768,"PNO1","BOP1","888"
"15713",1985812,"PNO1","POLR1F","875"
"15714",1985829,"PNO1","RRP15","883"
"15715",1985850,"PNO1","ABT1","913"
"15716",1985863,"PNO1","TSR2","936"
"15717",1986059,"PNO1","ZNF622","857"
"15718",1986072,"PNO1","RPP25","808"
"15719",1986081,"PNO1","PINX1","836"
"15720",1986098,"PNO1","UTP20","855"
"15721",1986109,"PNO1","PAK1IP1","885"
"15722",1986125,"PNO1","MPHOSPH10","937"
"15723",1986159,"PNO1","FBLL1","822"
"15724",1986283,"PNO1","RBM28","875"
"15725",1986300,"PNO1","RRS1","895"
"15726",1986343,"PNO1","DDX52","907"
"15727",1986403,"PNO1","ZNF593","848"
"15728",1986465,"PNO1","EXOSC5","947"
"15729",1986529,"PNO1","RPP21","800"
"15730",1986542,"PNO1","LOC102724159","927"
"15731",1986562,"PNO1","NHP2","918"
"15732",1990320,"POLD3","BRIP1","913"
"15733",1990326,"POLD3","RPA4","911"
"15734",1990374,"POLD3","POLG2","910"
"15735",1990403,"POLD3","XRCC2","936"
"15736",1990406,"POLD3","CRCP","900"
"15737",1995170,"PTPN4","IL37","900"
"15738",1995466,"PTPN4","TICAM2","907"
"15739",1997101,"LHX4","ESX1","876"
"15740",2002206,"KAT2B","H2AX","832"
"15741",2002217,"KAT2B","H4C5","816"
"15742",2002231,"KAT2B","H3C13","943"
"15743",2002274,"KAT2B","SMARCA5","837"
"15744",2002294,"KAT2B","TFF1","908"
"15745",2002304,"KAT2B","HES5","907"
"15746",2002341,"KAT2B","H3C14","894"
"15747",2002373,"KAT2B","GP1BA","903"
"15748",2002381,"KAT2B","PTGDR","931"
